,places_name,road_address_name,lat,lng,distance,category_group_name
5201,이마트 구로점,서울 구로구 디지털로32길 43,126.89787309332522,37.484372728368086,685,대형마트
5202,관악농협하나로마트,서울 관악구 남부순환로 1369,126.902678394512,37.4800177051231,921,대형마트
5203,관악농협 하나로마트 신본점,서울 관악구 신림로 264,126.9326064941678,37.47861677358316,965,대형마트
5204,GS더프레시 관악점,서울 관악구 쑥고개로 111,126.94903159003314,37.47927147457173,857,대형마트
5205,남서울농협하나로마트 양재점,서울 서초구 바우뫼로 195,127.0406786845339,37.4797912929415,919,대형마트
5206,홈플러스익스프레스 도곡2점,서울 강남구 논현로28길 9,127.043353120144,37.4827636713505,871,대형마트
5207,롯데슈퍼 남현점,서울 관악구 남부순환로 2074,126.97915850830732,37.47631964197353,984,대형마트
5208,이마트에브리데이 방배그랑자이점,서울 서초구 방배로 21,127.00021480437564,37.47698714581056,986,대형마트
5209,수마트 개포점,서울 강남구 개포로 239,127.048795854941,37.4790584020765,985,대형마트
5210,롯데슈퍼 프리미엄일원점,서울 강남구 일원로 지하 121,127.084459944495,37.4840208691921,290,대형마트
5211,하나로마트 수서점,서울 강남구 양재대로55길 6,127.08825637990634,37.491451408007066,747,대형마트
5212,GS더프레시 낙성대점,서울 관악구 봉천로 576,126.96158960953927,37.4769426099381,971,대형마트
5213,홈플러스익스프레스 개포2점,서울 강남구 언주로 110,127.053067799085,37.4831201108364,682,대형마트
5214,홈플러스익스프레스 가산점,서울 금천구 가산로 106,126.893712663494,37.4753103164097,940,대형마트
5215,홈플러스익스프레스 양재점,서울 서초구 동산로 72,127.04664349114938,37.47220258697929,874,대형마트
5216,영동농협하나로마트 본점,서울 서초구 동산로6길 3,127.043382358317,37.4707550045179,959,대형마트
5217,홈플러스 서울남현점,서울 관악구 과천대로 909,126.982513946122,37.4714788786832,779,대형마트
5218,이마트에브리데이 양재점,서울 서초구 동산로2길 16,127.041834963686,37.4690832866999,961,대형마트
5219,이마트에브리데이 자곡점,서울 강남구 자곡로 106,127.095000421155,37.4719213210774,955,대형마트
5220,송파농협하나로마트 세곡점,서울 강남구 헌릉로637길 22,127.109109881958,37.466499468571,989,대형마트
5221,노브랜드 강남세곡점,서울 강남구 헌릉로569길 29,127.0984982193343,37.466840362225376,972,대형마트
5222,이마트에브리데이 세곡점,서울 강남구 헌릉로 569,127.101372585965,37.4658324032089,979,대형마트
5223,롯데슈퍼 세곡점,서울 강남구 헌릉로569길 27,127.09878535029588,37.46684823163982,958,대형마트
5224,하나로마트 양재점,서울 서초구 청계산로 10,127.04358620220384,37.46359008942609,989,대형마트
5225,이마트에브리데이 우면점,서울 서초구 태봉로 60,127.02507566275,37.463685568183,862,대형마트
5226,관악농협 하나로마트 신우점,서울 관악구 호암로 529,126.931350654282,37.4647711265865,819,대형마트
5227,이마트 양재점,서울 서초구 매헌로 16,127.037012004407,37.4633941087872,911,대형마트
5228,GS더프레시 관악난향점,서울 관악구 난곡로 50,126.92018897176828,37.460415833235714,818,대형마트
5229,코스트코 양재점,서울 서초구 양재대로 159,127.036287876828,37.4619310902256,987,대형마트
5230,홈플러스익스프레스 세곡점,서울 강남구 헌릉로590길 10,127.102960512943,37.4631712453552,394,대형마트
5231,남서울농협하나로마트 우면점,서울 서초구 양재대로2길 116-19,127.015986206099,37.4568718911591,843,대형마트
5232,서울영동농협하나로마트 청계산역점,서울 서초구 청계산로 197,127.0559177383368,37.44766400159238,252,대형마트
5233,서울영동농협하나로마트 내곡점,서울 서초구 헌릉로 176,127.059514058961,37.4566237238188,810,대형마트
0,신목동역 9호선,서울 양천구 목동중앙로 지하 217,126.883095790252,37.5442883741577,480,지하철역
4,선유도역 9호선,서울 영등포구 양평로 지하 124,126.89333386450167,37.53815865606546,382,지하철역
11,당산역 2호선,서울 영등포구 당산로 229,126.902611795523,37.5347843171332,222,지하철역
12,당산역 9호선,서울 영등포구 양평로 지하 40,126.902165052778,37.5337892432802,289,지하철역
38,국회의사당역 9호선,서울 영등포구 국회대로 지하 758,126.91783895106,37.5281465047706,338,지하철역
42,영등포구청역 2호선,서울 영등포구 당산로 지하 121,126.89667739939,37.5258305311402,452,지하철역
47,양평역 5호선,서울 영등포구 양산로 지하 21,126.886419282885,37.5255796429707,265,지하철역
49,영등포시장역 5호선,서울 영등포구 양산로 지하 200,126.905179566968,37.522709383885,474,지하철역
62,영등포구청역 5호선,서울 영등포구 양산로 지하 116,126.895322094259,37.5242291583027,210,지하철역
86,여의도역 9호선,서울 영등포구 의사당대로 지하 101,126.92466104293,37.5211700890445,305,지하철역
87,여의도역 5호선,서울 영등포구 여의나루로 지하 40,126.924397990207,37.5217753947299,277,지하철역
96,압구정역 3호선,서울 강남구 압구정로 지하 172,127.02850865895756,37.52649127416921,441,지하철역
118,문래역 2호선,서울 영등포구 당산로 지하 28,126.894778820701,37.5179757181801,386,지하철역
129,신길역 5호선,서울 영등포구 경인로114가길 지하 9,126.914913947722,37.517663974187,421,지하철역
139,신사역 3호선,서울 강남구 도산대로 지하 102,127.02030856272764,37.51643597531432,360,지하철역
140,강남구청역 7호선,서울 강남구 학동로 지하 346,127.0413109462156,37.51721617197854,495,지하철역
141,영등포역 1호선,서울 영등포구 경인로 846,126.907550274975,37.5156726288261,444,지하철역
203,샛강역 9호선,서울 영등포구 의사당대로 지하 166,126.928375058271,37.5173737710931,413,지하철역
226,신길역 1호선,서울 영등포구 영등포로 327,126.91836721069228,37.51678703217714,391,지하철역
230,도림천역 2호선,서울 구로구 경인로67길 160,126.882649092584,37.5145080414761,485,지하철역
267,봉은사역 9호선,서울 강남구 봉은사로 지하 601,127.060233935114,37.5142554489848,411,지하철역
320,청담역 7호선,서울 강남구 학동로 지하 508,127.053717937903,37.519455579961,440,지하철역
321,삼성중앙역 9호선,서울 강남구 봉은사로 지하 501,127.053043676912,37.5129614511319,293,지하철역
337,대방역 1호선,서울 영등포구 여의대방로 300,126.92649449142719,37.51335413975466,204,지하철역
340,노량진역 9호선,서울 동작구 노량진로 지하 130,126.940893179777,37.5135856714992,155,지하철역
341,노량진역 1호선,서울 동작구 노량진로 151,126.942109882124,37.5140547961008,241,지하철역
347,논현역 7호선,서울 강남구 학동로 지하 102,127.02165424259898,37.51120000205266,352,지하철역
349,잠원역 3호선,서울 서초구 잠원로4길 지하 46,127.011419491429,37.5128899169357,341,지하철역
364,선정릉역 수인분당선,서울 강남구 선릉로 지하 580,127.043627289129,37.5109326388803,409,지하철역
398,학동역 7호선,서울 강남구 학동로 지하 180,127.03190190063152,37.51434578734927,341,지하철역
413,언주역 9호선,서울 강남구 봉은사로 지하 201,127.033970921595,37.5073353959717,495,지하철역
424,신도림역 1호선,서울 구로구 경인로 688,126.891312500851,37.508908482648,357,지하철역
425,신도림역 2호선,서울 구로구 새말로 지하 117-21,126.89161095407636,37.508222191535346,346,지하철역
427,신논현역 9호선,서울 강남구 봉은사로 지하 102,127.025492036104,37.504811111562,473,지하철역
431,흑석역 9호선,서울 동작구 현충로 지하 90,126.963463063008,37.5091654719404,472,지하철역
440,사평역 9호선,서울 서초구 사평대로 지하 285,127.015272484531,37.5042326273953,448,지하철역
450,삼성역 2호선,서울 강남구 테헤란로 지하 538,127.06302321147605,37.508822740225305,232,지하철역
453,선릉역 2호선,서울 강남구 테헤란로 지하 340,127.04896282498558,37.504497373023206,283,지하철역
457,상도역 7호선,서울 동작구 상도로 지하 272,126.947917975554,37.5028706251049,427,지하철역
482,장승배기역 7호선,서울 동작구 상도로 지하 188,126.939072381356,37.5048990621814,317,지하철역
497,신풍역 7호선,서울 영등포구 신풍로 지하 27,126.90975434386,37.5001229935524,486,지하철역
513,역삼역 2호선,서울 강남구 테헤란로 지하 156,127.03646946847,37.5006744185994,282,지하철역
522,보라매역 7호선,서울 동작구 상도로 지하 2,126.92061230710924,37.49992085496506,441,지하철역
533,신대방삼거리역 7호선,서울 동작구 상도로 지하 76,126.92821094566965,37.499757228908564,143,지하철역
548,한티역 수인분당선,서울 강남구 선릉로 지하 228,127.052909749417,37.4962857047653,481,지하철역
551,강남역 2호선,서울 강남구 강남대로 지하 396,127.02800140627488,37.49808633653005,329,지하철역
594,숭실대입구역 7호선,서울 동작구 상도로 지하 378,126.953621963422,37.4963172817574,282,지하철역
619,대림역 2호선,서울 구로구 도림천로 351,126.894931036051,37.4933099444417,417,지하철역
650,대림역 7호선,서울 영등포구 도림로 지하 137,126.896722858042,37.4928430008915,297,지하철역
657,교대역 3호선,서울 서초구 서초대로 지하 294,127.013867969161,37.4927431676548,366,지하철역
660,대청역 3호선,서울 강남구 일원로 지하 2,127.07952812085006,37.49370832148055,384,지하철역
661,대모산입구역 수인분당선,서울 강남구 개포로 지하 522,127.073070274916,37.4915500752654,348,지하철역
662,학여울역 3호선,서울 강남구 남부순환로 지하 3104,127.071166599707,37.4968851977644,467,지하철역
679,내방역 7호선,서울 서초구 서초대로 지하 103,126.993600180589,37.4876585212369,440,지하철역
680,신대방역 2호선,서울 동작구 대림로 2,126.91350747615147,37.48765046104574,365,지하철역
683,서초역 2호선,서울 서초구 서초대로 지하 233,127.007662120039,37.4918499338918,482,지하철역
684,개포동역 수인분당선,서울 강남구 개포로 지하 420,127.066120707828,37.4891394691891,94,지하철역
687,남부터미널역 3호선,서울 서초구 서초중앙로 지하 31,127.01620028391,37.4851996335293,458,지하철역
691,수서역 3호선,서울 강남구 광평로 지하 270,127.102410530715,37.487560248798,186,지하철역
696,신림역 2호선,서울 관악구 남부순환로 지하 1614,126.929745374123,37.4842680361482,451,지하철역
697,구로디지털단지역 2호선,서울 구로구 도림천로 477,126.901473080039,37.4852605752505,396,지하철역
702,양재역 3호선,서울 서초구 남부순환로 지하 2585,127.03416413380752,37.48457681195669,442,지하철역
718,남성역 7호선,서울 동작구 사당로 지하 218,126.97091020065321,37.484793511299706,406,지하철역
737,총신대입구역 4호선,서울 동작구 동작대로 지하 117,126.982211871752,37.4867995957995,419,지하철역
738,이수역 7호선,서울 동작구 사당로 지하 310,126.98167629035197,37.48528852311765,383,지하철역
745,봉천역 2호선,서울 관악구 남부순환로 지하 1721,126.941686527151,37.4824725161034,405,지하철역
793,방배역 2호선,서울 서초구 방배로 지하 80,126.997553345516,37.4814561268152,438,지하철역
800,일원역 3호선,서울 강남구 일원로 지하 121,127.084129757128,37.4839886684666,319,지하철역
802,서울대입구역 2호선,서울 관악구 남부순환로 지하 1822,126.952713197762,37.4812845080678,418,지하철역
840,구룡역 수인분당선,서울 강남구 개포로 지하 403,127.059492941655,37.4870274262116,412,지하철역
925,사당역 4호선,서울 동작구 동작대로 지하 3,126.98169851997,37.4775912070902,412,지하철역
1002,사당역 2호선,서울 동작구 남부순환로 지하 2089,126.98155858357366,37.47656223234824,265,지하철역
1007,낙성대역 2호선,서울 관악구 남부순환로 지하 1928,126.963523905001,37.4770932409965,275,지하철역
1024,양재시민의숲역 신분당선,서울 서초구 매헌로 지하 116,127.038471341381,37.4701332061395,489,지하철역
1025,청계산입구역 신분당선,서울 서초구 청계산로 지하 179,127.054720327179,37.4483547387397,201,지하철역
0,어라운지 선유도점,서울 영등포구 양평로28마길 9,126.89077291427405,37.54233154700404,241,카페
1,먹쉬돈나 카페를더하다,서울 영등포구 양평로30길 14,126.889364684116,37.5412066899019,260,카페
3,주식회사 디홀릭,서울 영등포구 양평로30가길 22,126.890878842427,37.5426307766731,234,카페
17,커피그래피티,서울 영등포구 양평로28다길 3,126.89082534675936,37.541293644290874,281,카페
18,네가있어고마워,서울 영등포구 양평로28길 33,126.89201728900409,37.54254893127489,279,카페
25,커피니 선유도역점,서울 영등포구 양평로 149,126.891590604649,37.5387066784898,233,카페
26,타임즈,서울 영등포구 양평로22가길 19-1,126.892200912992,37.539186569057,233,카페
27,에쏠로지 양평1호점,서울 영등포구 양평로24길 9,126.891184661117,37.5408651002139,108,카페
33,커피사피엔스 선유도투웨니퍼스밸리점,서울 영등포구 양평로 157,126.890309037189,37.5392064508866,137,카페
36,원정,서울 영등포구 양평로25길 8,126.890877362234,37.5389880344903,175,카페
37,뚜스뚜스베이커리카페 선유도점,서울 영등포구 양평로 132,126.893509951033,37.5384561449394,280,카페
40,드롭탑 선유도파크호텔점,서울 영등포구 양평로 136,126.8930525212392,37.53867557551566,233,카페
41,고양이가밟은쿠키,서울 영등포구 양평로21가길 6,126.89298580429563,37.53785560519835,286,카페
44,커피101스트릿,서울 영등포구 양평로22나길 7-1,126.893572616987,37.5389463453253,261,카페
68,피크니크,서울 영등포구 양평로22길 2-1,126.894365976407,37.5380100178291,178,카페
69,엘카페커피로스터스 선유도점,서울 영등포구 양평로21나길 7,126.892353678171,37.5368152766728,119,카페
70,스타벅스 선유도역점,서울 영등포구 양평로 115,126.894593193315,37.5373542928833,207,카페
71,카페엘디아,서울 영등포구 양평로22길 18,126.895206210011,37.5391388182311,288,카페
72,커피볶는피루니,서울 영등포구 양평로20길 1,126.89536236078588,37.5375153549252,269,카페
73,투썸플레이스 선유도역점,서울 영등포구 양평로22길 10,126.8946176965704,37.53843461367269,209,카페
74,스타벅스 선유도역1번출구점,서울 영등포구 양평로 128,126.893664067025,37.5382904998421,124,카페
75,엔제리너스 롯데제과양평사옥점,서울 영등포구 양평로21길 10,126.892945810886,37.5373383949687,81,카페
78,메가커피 선유도비즈타워점,서울 영등포구 양평로19길 4,126.89483135882507,37.53695626320393,242,카페
79,매머드커피 선유도점,서울 영등포구 양평로21길 1,126.893914129514,37.5374870328109,145,카페
80,이파네마,서울 영등포구 양평로22라길 1,126.894694748314,37.5391599872434,250,카페
81,이디야커피 선유도역점,서울 영등포구 양평로 126,126.893985425565,37.5382763727766,150,카페
83,선유기지,서울 영등포구 선유로51길 3-1,126.89757005245926,37.536535200361975,133,카페
85,쏭카페,서울 영등포구 선유로47길 21-1,126.8944959302,37.5357179897724,265,카페
86,커피라이커스 선유(본점),서울 영등포구 양평로 89,126.897174674861,37.536077148663,160,카페
90,에이바우트커피 선유도점,서울 영등포구 선유로 254,126.89754254801,37.5351368240827,269,카페
91,할리스 선유도역점TS카페,서울 영등포구 양평로 96,126.8967801678662,37.536632721616535,91,카페
94,늘,서울 영등포구 선유로55길 11,126.897869306579,37.5377896516435,120,카페
96,보통의낭만,서울 영등포구 양평로20길 8,126.89579205252764,37.53770494487752,75,카페
109,빽다방 선유도역점,서울 영등포구 양평로 120,126.894434194738,37.537775818849,226,카페
111,웜블루,서울 영등포구 양평로 112,126.895262951034,37.5374017407987,292,카페
127,공간다반사,서울 영등포구 당산로52길 4,126.903647647329,37.535196023019,274,카페
129,카페설리번,서울 영등포구 당산로 241,126.90257277870109,37.5352059531546,190,카페
130,빌리엔젤 당산역점,서울 영등포구 당산로 223,126.901210147334,37.5337884483411,265,카페
131,스타벅스 당산점,서울 영등포구 양평로 64,126.899927591558,37.5351388692365,135,카페
132,소니도,서울 영등포구 당산로 242,126.903082335501,37.5348856162836,247,카페
133,할리스 당산역점,서울 영등포구 당산로 219,126.901305579505,37.5334893959234,299,카페
134,스타벅스 당산역사거리점,서울 영등포구 양평로 47,126.901108098452,37.5339568500424,245,카페
135,플래브,서울 영등포구 선유로54길 11,126.899889030829,37.5360542528833,79,카페
136,메가커피 당산역점,서울 영등포구 양평로 67,126.899588550664,37.5348502613164,179,카페
138,카페281,서울 영등포구 당산로49길 11,126.901777747191,37.5357927468114,96,카페
139,수노커피,서울 영등포구 양평로 66,126.89962426825,37.5352142958453,146,카페
141,커피플레이스,서울 영등포구 양평로12길 13,126.900716380116,37.5358531272896,34,카페
149,투썸플레이스 당산역점,서울 영등포구 양평로 36,126.9026537774,37.5338220831685,235,카페
152,이디야커피 당산역점,서울 영등포구 당산로 222,126.90228343711667,37.533238829891935,282,카페
153,빽다방 당산역점,서울 영등포구 양평로 28-1,126.90323347124256,37.53350180335735,292,카페
203,스타벅스 선유동이레빌딩점,서울 영등포구 선유동2로 57,126.8973062991907,37.5341518253866,298,카페
205,카페인선유,서울 영등포구 선유로49길 25,126.894740044276,37.536719218822,278,카페
206,보은하다,서울 영등포구 양평로19길 8,126.894639480991,37.5366227221308,265,카페
207,카페워너비,서울 영등포구 선유로47길 15,126.895062081236,37.5354085501092,158,카페
209,블랙모티브 선유도역점,서울 영등포구 양평로19길 10,126.894562654221,37.5365433655504,255,카페
210,골든라티오,서울 영등포구 선유로49길 24,126.895182368792,37.5367709692587,296,카페
211,짝짝슬라임,서울 영등포구 양평로19길 3,126.895055565652,37.5368285206483,298,카페
212,젤코바,서울 영등포구 양평로17길 9,126.895921581465,37.5356868188227,233,카페
215,카페리시오,서울 영등포구 양평로21다길 2,126.892390764968,37.5362026303855,252,카페
216,빌리빈,서울 영등포구 선유로47길 16,126.895382762583,37.5358701467755,216,카페
220,벌툰 당산점,서울 영등포구 양평로 18,126.904243334619,37.5329908581033,187,카페
221,스타벅스 당산대로점,서울 영등포구 양평로 22,126.90398181313441,37.53312309287262,194,카페
223,두더지손가게,서울 영등포구 당산로52길 31-1,126.90515484912484,37.53329793392101,112,카페
224,디저트39 당산역점,서울 영등포구 당산로 214,126.9037978980907,37.53273190886808,235,카페
227,커피랑도서관 당산역점,서울 영등포구 양평로 24,126.903740648917,37.5332607496583,203,카페
229,가베5225,서울 영등포구 당산로52길 25,126.905142918934,37.5337844647035,68,카페
230,에트나,서울 영등포구 양평로 16,126.904501425396,37.5328865510011,181,카페
231,한숲,서울 영등포구 당산로50길 31-1,126.905098891193,37.5328149525657,163,카페
269,당산동마카롱,서울 영등포구 당산로41길 18,126.897687305343,37.5318717233081,294,카페
303,방방박사,서울 영등포구 당산로 203,126.899976598135,37.5323313928558,50,카페
306,좋은세상만들기,서울 영등포구 선유로 248-13,126.89776961519173,37.53456398459655,286,카페
315,맘모스커피익스프레스,서울 영등포구 당산로 175,126.89852696814,37.5300677427082,286,카페
317,요거프레소 당산SK점,서울 영등포구 당산로41길 11,126.8981319858172,37.531003542801095,225,카페
318,카페맑음,서울 영등포구 선유동2로 65-1,126.898072937721,37.5344885627419,293,카페
320,카페클라우즈,서울 영등포구 당산로44길 3,126.901072395231,37.5318637954132,107,카페
335,토프레소 당산점,서울 영등포구 영중로 145,126.90546940063345,37.52969418216437,285,카페
336,아이스캔디 당산점,서울 영등포구 영중로 154,126.906066070589,37.5302361599852,247,카페
337,카페희다 당산점,서울 영등포구 영중로42길 7,126.906597674144,37.5285273821092,295,카페
338,투썸플레이스 영등포당산아리스타점,서울 영등포구 버드나루로 129,126.90724116167009,37.52963251694816,167,카페
340,블랙팩토리,서울 영등포구 버드나루로 120,126.908113283084,37.5288277035023,268,카페
341,카페숲,서울 영등포구 버드나루로 119,126.90768799634,37.5287516877302,268,카페
342,캠프데이비드,서울 영등포구 버드나루로19길 6,126.907321610837,37.5286180525708,280,카페
355,카페오후,서울 영등포구 영중로42길 3,126.90624699151202,37.52850457920997,281,카페
358,오페라빈로스터스 당산점,서울 영등포구 국회대로53길 30,126.90655272348538,37.52828497715543,297,카페
364,오곰커피,서울 영등포구 영중로 139,126.90554862665383,37.52877162018389,283,카페
365,투고커피,서울 영등포구 영중로 138,126.905995772939,37.5285557365996,284,카페
368,카페오가닉 여의도본점,서울 영등포구 은행로 37,126.92259370352316,37.52942373297061,235,카페
369,커피기업 여의도점,서울 영등포구 은행로 29,126.921888102989,37.5290826898515,210,카페
370,하우스카페,서울 영등포구 국회대로74길 19,126.92195973676255,37.52982336036232,165,카페
371,카페마마스 여의도점,서울 영등포구 국회대로 780,126.91908287868051,37.52967996709372,139,카페
372,스타벅스 국회대로점,서울 영등포구 국회대로 786,126.919547238416,37.5302596281825,70,카페
373,빌리엔젤 서여의도점,서울 영등포구 국회대로76길 16,126.921642769697,37.5300051527551,131,카페
374,스타벅스 여의도의사당점,서울 영등포구 국회대로74길 12,126.921036165805,37.5301957610022,73,카페
375,폴바셋 여의도국회대로점,서울 영등포구 국회대로68길 17,126.920104320737,37.5287706510805,191,카페
376,드롭탑 서여의도점,서울 영등포구 국회대로70길 7,126.91971479437,37.53015162205412,63,카페
378,투썸플레이스 서여의도점,서울 영등포구 국회대로70길 15-1,126.920274291278,37.5295789642323,101,카페
380,스타벅스 여의도일신점,서울 영등포구 은행로 11,126.920025030438,37.5278020207247,299,카페
381,파스쿠찌 서여의도점,서울 영등포구 국회대로 800,126.9212467631081,37.5311140218631,109,카페
382,스티머스,서울 영등포구 국회대로66길 23,126.91987985403796,37.528146104945115,262,카페
383,맨홀커피,,126.90394956911796,37.5291523550944,116,카페
384,소보로인,서울 영등포구 당산로40길 16,126.90048311467078,37.52918372303496,249,카페
385,뽀로로파크 빅마켓영등포점,서울 영등포구 영중로 125,126.904684375304,37.5278158642754,276,카페
386,마앤나,서울 영등포구 영신로 219,126.902883860102,37.5273999367075,286,카페
387,커피산책,서울 영등포구 영신로 237,126.90326856462723,37.52823007484018,194,카페
388,카페인중독 당산점,서울 영등포구 국회대로37길 19,126.900262095222,37.5286411337757,293,카페
389,커피컵,서울 영등포구 국회대로37길 23,126.900424704454,37.5288683233352,268,카페
397,커피더캠프 KNK점,서울 영등포구 영신로 228-6,126.90405025031622,37.52739188005616,298,카페
401,스타벅스 국회의사당역,서울 영등포구 의사당대로 8,126.916780179853,37.5280160192324,299,카페
404,투썸플레이스 국회의사당역점,서울 영등포구 의사당대로 21,126.91935983486525,37.527785350373904,237,카페
428,예일타운커피랩,서울 영등포구 국회대로 549,126.89582721458238,37.52869496929252,134,카페
429,스타벅스 영등포구청역점,서울 영등포구 국회대로 558,126.89612267411299,37.5277473760383,237,카페
430,앤티크커피,서울 영등포구 국회대로29길 6,126.89678886772792,37.528677793587974,146,카페
431,모닝캄 커피랩,서울 영등포구 당산로35길 1,126.89730927823797,37.5286782472382,169,카페
432,버즈소커피,서울 영등포구 당산로35길 8,126.896989718622,37.5290599935093,118,카페
434,코코빈스,서울 영등포구 국회대로 568,126.897399234653,37.5274277353966,294,카페
435,크로닉,서울 영등포구 당산로35길 7,126.89685644961,37.5288940929521,127,카페
436,더스크블루,서울 영등포구 당산로38길 10,126.899144160027,37.5287771365855,293,카페
437,이디야커피 당산중앙점,서울 영등포구 당산로 159,126.897573846183,37.5287974091661,175,카페
438,카페달싸,서울 영등포구 당산로33길 9,126.89567536676303,37.52724962891547,295,카페
439,카페 더 초코,서울 영등포구 당산로 161,126.897768154412,37.5290030058285,174,카페
440,언유절,서울 영등포구 당산로36길 12,126.897796572575,37.528074998995,248,카페
441,프라우커피,서울 영등포구 당산로37길 5,126.897636176203,37.5295470962801,138,카페
443,스타벅스 여의도공원R점,서울 영등포구 여의공원로 101,126.924766318386,37.5289836462614,87,카페
448,커피빈 여의도순복음교회옆점,서울 영등포구 여의서로 43,126.924999867395,37.5307497574679,118,카페
450,흑화당 서여의도점,서울 영등포구 은행로 54,126.924525702392,37.5297511459566,0,카페
451,이디야커피 한국수출입은행점,서울 영등포구 은행로 38,126.923400022358,37.5286367834102,158,카페
452,보훈커피,서울 영등포구 국회대로76길 33,126.92418650339,37.5295491043874,37,카페
456,매스커피 국회의사당점,서울 영등포구 국회대로74길 20,126.921552695918,37.529590632338,263,카페
457,이디야커피 서여의도점,서울 영등포구 국회대로72길 17,126.92121325264489,37.52962914943688,293,카페
480,커피온,서울 영등포구 버드나루로 104,126.908635308042,37.52750543827,267,카페
483,넘버28,서울 영등포구 국회대로53길 28,126.906529455905,37.527892122081,203,카페
484,별이빛나는밤에,서울 영등포구 영중로 134,126.906036993423,37.52816293276,195,카페
518,곳온니플레이스 올드스트릿점,서울 영등포구 국회대로36길 2,126.898046666753,37.5271904316563,226,카페
522,스트라다146,서울 영등포구 당산로38길 9-1,126.89936777336804,37.52906744976624,25,카페
530,국민우유집 영등포점,서울 영등포구 국회대로37길 9,126.899760630124,37.5280100082143,97,카페
557,공차 영등포구청점,서울 영등포구 당산로 136,126.8970608425384,37.52669943163718,277,카페
561,소울드립,서울 영등포구 당산로 135,126.896644256624,37.5268936841615,284,카페
563,스타벅스 영등포KT점,서울 영등포구 영중로 119,126.90524796740061,37.526765749880724,284,카페
574,이디야커피 당산버드나루점,서울 영등포구 버드나루로 87,126.90878205978602,37.525908976616,295,카페
576,커피베이 당산하늘점,서울 영등포구 버드나루로 88,126.909229904853,37.5260282539053,298,카페
593,시즌커피앤베이크,서울 영등포구 양산로9길 12-1,126.888911453792,37.5263712908833,170,카페
594,무자커피,서울 영등포구 양산로3길 7,126.885033302006,37.5264216395179,287,카페
595,커핑마스터,서울 영등포구 선유서로34길 13,126.887649786464,37.527308941056,44,카페
596,이디야커피 영등포그랜드점,서울 영등포구 양산로9길 15,126.888603115335,37.5267926692145,116,카페
597,메가커피 양평역점,서울 영등포구 양산로 53,126.888919347723,37.5256252688933,244,카페
598,더착한커피 양평점,서울 영등포구 양산로 43,126.887957511129,37.5257901446649,208,카페
599,콘레드커피 영등포양평점,서울 영등포구 양산로 57-5,126.889360589817,37.5255968510123,264,카페
600,눙 커피로스터스,서울 영등포구 선유로 143,126.89093142728488,37.5267263662391,289,카페
602,무자커피,서울 영등포구 선유서로31길 2,126.886151983434,37.5265326453828,198,카페
604,쥬씨 양평역점,서울 영등포구 선유로33길 23,126.888441088545,37.5262014592089,170,카페
605,앤드그레이,서울 영등포구 선유로33길 4,126.890553616047,37.5266971846747,259,카페
607,커피네요,서울 영등포구 선유로33길 2-2,126.890743642413,37.5267189846577,274,카페
622,카페카누,서울 영등포구 양산로 52,126.888786627006,37.525106166952,290,카페
625,안스허니카페,서울 영등포구 국회대로 675,126.909031559707,37.5254010039783,221,카페
634,엔쏘굿(and so good),서울 영등포구 국회대로55길 9,126.90806694124,37.526027354374,159,카페
637,바오밥나무,서울 영등포구 국회대로55길 6,126.908429076601,37.5259267234994,162,카페
672,카페보니또 영등포코레일점,서울 영등포구 국회대로 612,126.902369998589,37.5258533941009,173,카페
680,매머드익스프레스 영등포리마크빌점,서울 영등포구 영중로 109,126.905261284494,37.5260755932124,254,카페
681,이디야커피 영등포KNK점,서울 영등포구 영신로 220,126.90402075086996,37.52657554857344,133,카페
704,메가커피 영등포전화국사거리점,서울 영등포구 국회대로 646,126.905800779172,37.5252795390787,258,카페
771,메이투빈,서울 영등포구 버드나루로15길 2,126.908428442237,37.5264457000566,80,카페
772,우장산로스터리,서울 영등포구 버드나루로12가길 2,126.910213145356,37.5249586151869,270,카페
819,이디야커피 남부고용센터점,서울 영등포구 양산로 71,126.891103615573,37.5250110178055,297,카페
820,폴바셋 롯데마트양평점,서울 영등포구 선유로 138,126.891645124726,37.5260494699257,282,카페
823,키노양평,서울 영등포구 양산로 66,126.890244041889,37.5248786758528,258,카페
828,아크오브브라더스,서울 영등포구 선유서로30길 22,126.88846819017607,37.52471483185573,231,카페
829,브링미커피,서울 영등포구 선유로 130,126.891315923421,37.5252670978962,294,카페
831,커피사피엔스 이앤씨드림타워점,서울 영등포구 선유로 146,126.89185213437338,37.52684434313235,288,카페
846,셀렉토커피 영등포아크로타워점,서울 영등포구 국회대로54길 10,126.9077230867052,37.524143992066456,285,카페
877,카페바뇨스,서울 영등포구 국회대로53길 1,126.9069360611418,37.5256985039992,205,카페
893,스타벅스 여의도KBS R점,서울 영등포구 의사당대로 26,126.91815744129866,37.52657177493214,0,카페
898,커피소녀,서울 영등포구 의사당대로 38,126.918633035809,37.5261576426937,62,카페
899,파스쿠찌 여의도KBS본관점,서울 영등포구 국회대로62길 25,126.91764759523167,37.52623624783631,59,카페
903,이디야커피 국회의사당역점,서울 영등포구 의사당대로 22,126.9179942427215,37.52683835826064,32,카페
957,하니앤손스,서울 영등포구 영중로27길 4-2,126.9049253905228,37.52421475425191,266,카페
961,79파운야드 영등포포레나점,서울 영등포구 국회대로50길 20,126.90561142110025,37.52382877459313,292,카페
