,places_name,road_address_name,lat,lng,distance,category_group_name
2219,함흥냉면,서울 영등포구 영등포로42길 6,126.906790582264,37.5189660993437,264,음식점
2220,마굿간생고기,서울 영등포구 영중로4길 14,126.907878562844,37.5173018992903,274,음식점
2221,대문점,서울 영등포구 영중로10길 30,126.908578292214,37.5186034914123,127,음식점
2222,청기와타운,서울 영등포구 영중로10길 32-4,126.90848807105328,37.51837997280102,149,음식점
2223,징기스 영등포점,서울 영등포구 경인로 865,126.90869299064,37.5173061356981,236,음식점
2224,태인양꼬치 본점,서울 영등포구 영등포로42길 6-2,126.906745492007,37.5188399233422,270,음식점
2225,광명대창집 영등포점,서울 영등포구 경인로 861-2,126.90845554476208,37.5172266636234,253,음식점
2226,송죽장,서울 영등포구 문래로 203,126.90469880525212,37.51825083573122,247,음식점
2227,로꼬로꼬조개찜 영등포직영점,서울 영등포구 영등포로42길 1,126.907034635648,37.5191933444195,16,음식점
2228,대림옥,서울 강남구 학동로 431,127.048088679467,37.5187408075537,87,음식점
2229,오월의종 타임스퀘어점,서울 영등포구 영중로 15,126.904390593589,37.5168954779642,263,음식점
2230,무오키,서울 강남구 학동로55길 12-12,127.0422383850022,37.519029563585256,171,음식점
2231,강남김밥,서울 강남구 선릉로130길 20,127.042707530649,37.5165264075971,294,음식점
2232,KFC 강남구청역점,서울 강남구 학동로 402,127.041920557974,37.5170708956367,285,음식점
2233,스시앤바당,서울 강남구 선릉로 714,127.040975764984,37.5186281609446,284,음식점
2234,원할머니보쌈족발 강남구청배달점,서울 강남구 선릉로 712,127.0410118778322,37.51847317585537,283,음식점
2235,문래동 돈까스,서울 영등포구 도림로147길 2-1,126.88919273422376,37.51670560145151,249,음식점
2236,능이버섯백숙,서울 영등포구 선유로 32,126.888871445967,37.5167341317029,241,음식점
2237,값진식육,서울 영등포구 선유로 58-4,126.88981152606996,37.51897670780713,111,음식점
2238,문래동,서울 영등포구 도림로147길 1,126.889387445627,37.5166012675922,264,음식점
2239,오타루우동집,서울 영등포구 도림로 491-2,126.88904547178652,37.5168496237068,230,음식점
2240,브라더매운갈비찜 본점,서울 영등포구 선유로 33,126.88803050464834,37.51706760965261,207,음식점
2241,화수목,서울 영등포구 선유로 49,126.88881947258,37.5182189357538,78,음식점
2242,가양칼국수,서울 영등포구 국제금융로 78,126.931371623641,37.5209399181946,272,음식점
2243,청수,서울 영등포구 국제금융로 112,126.93397342127108,37.5183609288344,117,음식점
2244,화목순대국,서울 영등포구 여의대방로 383,126.931535993335,37.5193254164282,123,음식점
2245,서궁,서울 영등포구 국제금융로 86,126.93180215312694,37.52020494927552,182,음식점
2246,고봉삼계탕 KBS별관점,서울 영등포구 여의대방로65길 13,126.92960390229447,37.51934950876336,284,음식점
2247,생활맥주 여의도점,서울 영등포구 여의대방로 386,126.931916429093,37.5189327990139,74,음식점
2248,창고43 샛강점,서울 영등포구 여의대방로 376,126.93137071557815,37.518226096743575,132,음식점
2249,돈블랑 여의도점,서울 영등포구 여의대방로67길 11,126.930241506107,37.5197643484247,247,음식점
2250,히또비또,서울 영등포구 여의대방로 375,126.930730954672,37.5189285057073,177,음식점
2251,쿠마,서울 영등포구 여의대방로69길 7,126.931255055582,37.5197649426955,173,음식점
2252,서글렁탕,서울 영등포구 여의대방로 394,126.932992875204,37.5194235602559,79,음식점
2253,이고집쭈꾸미 본점,서울 영등포구 영중로6길 27,126.90885532039545,37.51776397067302,181,음식점
2254,정솔닭한마리 영등포본점,서울 영등포구 영중로4길 30,126.90962450242,37.5177717697491,125,음식점
2255,우정양곱창,서울 강남구 도산대로30길 23,127.030107335874,37.5184332106763,158,음식점
2256,평양면옥,서울 강남구 논현로150길 6,127.029148302031,37.5189524291083,90,음식점
2257,유정식당,서울 강남구 도산대로28길 14,127.028093809321,37.5183363984135,24,음식점
2258,뻐꾸기,서울 강남구 도산대로17길 4,127.025130362702,37.5190110165391,288,음식점
2259,춘식당,서울 강남구 도산대로23길 17,127.02596103681115,37.520124476721165,278,음식점
2260,외계인방앗간 본점,서울 강남구 논현로149길 19,127.026912774365,37.5180843924965,131,음식점
2261,더플레이트,서울 강남구 논현로139길 8,127.028685891283,37.5166315576235,206,음식점
2262,강화통통생고기 논현점,서울 강남구 도산대로30길 12,127.029392685414,37.5190749049788,116,음식점
2263,삼호짱뚱이,서울 강남구 도산대로34길 11,127.03101729816764,37.51963671546776,271,음식점
2264,마구로젠 신사점,서울 강남구 논현로151길 20,127.02649269432318,37.52010633860455,243,음식점
2265,네모집 논현점,서울 강남구 논현로149길 12,127.02735070413353,37.518542902578645,86,음식점
2266,와쏘골뱅이탕 압구정본점,서울 강남구 논현로150길 34,127.03123789983005,37.51968260848672,291,음식점
2267,대게만찬 강남점,서울 강남구 도산대로 176,127.02791763438051,37.5191095009618,79,음식점
2268,신전떡볶이 신길역점,서울 영등포구 경인로114가길 14,126.913751561725,37.5172738977355,128,음식점
2269,순수치킨 신길점,서울 영등포구 경인로114길 62,126.91274267380042,37.51718485840698,191,음식점
2270,카츠야미 영등포점,서울 영등포구 신길로 276,126.91274393269072,37.51610365536739,285,음식점
2271,신길 타코야끼,서울 영등포구 영등포로62길 36,126.914067023083,37.5164019564872,214,음식점
2272,히뎅,서울 영등포구 경인로114가길 14-1,126.913783134567,37.5173604170946,118,음식점
2273,더맛닭 영등포점,서울 영등포구 경인로114가길 12-1,126.913783066152,37.5174198832558,112,음식점
2274,오리와돼지,서울 영등포구 경인로114가길 4,126.913999423302,37.5181390414947,38,음식점
2275,순천해물탕 영등포본점,서울 영등포구 경인로 889,126.911162371366,37.5182054179362,284,음식점
2276,예찬골,서울 영등포구 경인로112길 4-7,126.913460332426,37.5177259883139,104,음식점
2277,우리식당,서울 영등포구 영등포로57길 9,126.917678795521,37.5174028406205,285,음식점
2278,꿀돈돈갈비,서울 영등포구 경인로112길 4,126.913262055718,37.5180051538421,124,음식점
2279,등촌샤브칼국수 문래점,서울 영등포구 선유로 27,126.887957576556,37.5166683961239,270,음식점
2280,오유미당 문래점,서울 영등포구 선유로9길 10,126.88700246532986,37.51769913473359,137,음식점
2281,리버타운버거,서울 영등포구 선유로3길 10,126.886830149198,37.5157032478592,298,음식점
2282,서오릉피자 문래점,서울 영등포구 선유로 51,126.888701274312,37.5185936416266,278,음식점
2283,영동설렁탕,서울 서초구 강남대로101안길 24,127.017419552542,37.5161436105387,235,음식점
2284,꿉당,서울 서초구 강남대로 615,127.018998740542,37.5166046809321,170,음식점
2285,컨버터,서울 강남구 강남대로156길 12,127.0201800332509,37.51799923837858,148,음식점
2286,천미미,서울 강남구 강남대로152길 11,127.020383462083,37.5173324609238,186,음식점
2287,우와 가로수길점,서울 강남구 강남대로158길 17,127.020270838641,37.5191525070155,196,음식점
2288,홍미닭발 신사본점,서울 강남구 도산대로1길 6,127.02030420536964,37.51705316349555,196,음식점
2289,신사소곱창,서울 강남구 압구정로2길 62,127.021455918198,37.5177467325528,263,음식점
2290,교대이층집 신사점,서울 강남구 강남대로152길 17,127.020799783116,37.5175306091015,212,음식점
2291,더가든키친,서울 서초구 강남대로107길 6,127.01831710791936,37.51844103360476,42,음식점
2292,통큰생오리 영등포본점,서울 영등포구 영신로32길 28,126.90431004997934,37.51884878738446,229,음식점
2293,유정상스시,서울 영등포구 문래로 185,126.902551577625,37.5184544222677,74,음식점
2294,에베레스트 영등포점,서울 영등포구 경인로 838-1,126.906092985146,37.5159850283872,227,음식점
2295,최우영식당 영등포점,서울 영등포구 경인로 875,126.90974673312677,37.51771780302459,299,음식점
2296,영덕물회막회,서울 영등포구 경인로108길 2,126.91050266365,37.5174552853105,235,음식점
2297,푸라닭치킨 영등포점,서울 영등포구 경인로 877,126.909993244227,37.5177864673696,277,음식점
2298,페스티바,서울 강남구 영동대로 618,127.0600675243897,37.515495314850135,298,음식점
2299,재희키친,서울 강남구 영동대로114길 9,127.06075524812016,37.51549135909336,267,음식점
2300,만리장성,서울 강남구 영동대로114길 7,127.060610370299,37.5153761050601,284,음식점
2301,노메,서울 강남구 봉은사로103길 8,127.06175488725036,37.51515206330798,279,음식점
2302,원죽 삼성점,서울 강남구 영동대로112길 9,127.060945037516,37.5151957321229,290,음식점
2303,가츠몽 삼성점,서울 강남구 봉은사로103길 6,127.061795494796,37.5150150895104,294,음식점
2304,들녘숯불구이,서울 강남구 영동대로114길 11,127.060836765495,37.5155850215113,254,음식점
2305,닭굼터,서울 강남구 영동대로112길 5,127.060736895942,37.515177819262,299,음식점
2306,도,서울 강남구 봉은사로105길 12-7,127.06296374536,37.5161245089728,188,음식점
2307,두꺼비식당 영등포점,서울 영등포구 영중로4길 25,126.90908267023704,37.5177755886331,195,음식점
2308,구공탄곱창,서울 영등포구 영중로10길 28-1,126.908419883603,37.5186394088133,280,음식점
2309,신길동별난아찌짬뽕,서울 영등포구 영등포로62길 10,126.91651152539325,37.51529547541213,233,음식점
2310,아이엠떢볶이,서울 영등포구 영등포로62길 11,126.91628763294,37.5152322466972,241,음식점
2311,통나무식당,서울 영등포구 영등포로62길 12,126.916373485823,37.5153332199088,229,음식점
2312,샤브샤브 왕징양꼬치,서울 영등포구 영등포로 347,126.917708084343,37.5154530897349,244,음식점
2313,봉대리키친 신길동점,서울 영등포구 영등포로62길 14,126.91626251866256,37.51543765770007,218,음식점
2314,신사 고집,서울 서초구 나루터로 70,127.01762294963436,37.51525879471978,235,음식점
2315,멘야하나비 신사점,서울 서초구 강남대로101안길 18-1,127.01759603488,37.5162481008013,128,음식점
2316,옛향기가득한 동인동 신사본점,서울 강남구 강남대로156길 14,127.020392714359,37.5180784901448,297,음식점
2317,마구로센 신사점,서울 서초구 강남대로99길 33,127.017844538418,37.5147884374583,290,음식점
2318,미분당 신사점,서울 강남구 도산대로1길 18,127.020080453793,37.5178623028379,265,음식점
2319,유명국양평해장국,서울 서초구 강남대로101길 11,127.018663904071,37.5165362580438,161,음식점
2320,청도양꼬치 영등포점,서울 영등포구 영중로6길 23-4,126.908646966766,37.5179440103281,283,음식점
2321,바밤바,서울 영등포구 영중로4길 25-1,126.909176526953,37.5178002582266,233,음식점
2322,오뎅정종,서울 영등포구 경인로 871,126.909416568836,37.5176058258884,295,음식점
2323,원당감자탕 영등포점,서울 영등포구 영중로4길 28,126.90939837005,37.5176887042183,298,음식점
2324,웨스턴차이나,서울 영등포구 선유로9나길 22,126.885950038863,37.5157618675363,244,음식점
2325,벨디타마카롱,서울 영등포구 선유로9나길 12,126.886143361563,37.516572956917,214,음식점
2326,현우동,서울 강남구 논현로149길 53,127.024288113104,37.517007361287,26,음식점
2327,새들러하우스,서울 강남구 도산대로17길 10,127.0249200843249,37.519376868378615,294,음식점
2328,샤블리,서울 강남구 강남대로152길 35,127.022211631821,37.518070954069,235,음식점
2329,목포집 본점,서울 강남구 강남대로152길 24,127.021424176575,37.5175052693996,268,음식점
2330,지아니스나폴리 가로수길점,서울 강남구 도산대로15길 15,127.023777530778,37.51920951733,275,음식점
2331,신사전,서울 강남구 도산대로11길 18,127.02270046705,37.5186330871898,251,음식점
2332,왕스덕,서울 강남구 도산대로 130,127.02302013048006,37.5171364587192,121,음식점
2333,원조부안집 신길점,서울 영등포구 영등포로 371-2,126.91966854663,37.5141966382648,256,음식점
2334,전봇대곱창,서울 영등포구 영등포로 369,126.919383402423,37.5142937523955,258,음식점
2335,해바라기정육식당 신길점,서울 영등포구 영등포로 377,126.9201754179402,37.51407084137701,256,음식점
2336,스시랑연어,서울 영등포구 영등포로 357,126.918401123528,37.5147291636675,276,음식점
2337,역전할머니맥주,서울 영등포구 영등포로 371,126.919510160367,37.5142253625593,259,음식점
2338,옛날그집마포주먹고기,서울 영등포구 영등포로 371-1,126.919587087427,37.5142146029109,258,음식점
2339,백채김치찌개 신길삼거리점,서울 영등포구 영등포로 369-2,126.91946490436,37.514236143756,260,음식점
2340,파리바게뜨 신길역점,서울 영등포구 영등포로 359,126.91850527351414,37.5146490462477,275,음식점
2341,신면옥,서울 영등포구 영등포로 363-1,126.918921671416,37.514513281255,261,음식점
2342,박미자당진아구동태찜탕,서울 영등포구 영등포로 383,126.920935685604,37.5139163800776,267,음식점
2343,피자스쿨 신길점,서울 영등포구 영등포로 365,126.919030418003,37.5143655912472,268,음식점
2344,포차천국 신길역점,서울 영등포구 영등포로 375-1,126.920030624657,37.5140815554808,258,음식점
2345,차이린,서울 강남구 삼성로112길 10,127.053307282036,37.5146371997401,121,음식점
2346,멘야미코 청담역점,서울 강남구 삼성로 642,127.051322934353,37.5174023576162,231,음식점
2347,오발탄 삼성점,서울 강남구 삼성로 606,127.05341397268366,37.51356315493134,235,음식점
2348,스시히로바 삼성동본점,서울 강남구 삼성로 620,127.052651431919,37.5149186070862,74,음식점
2349,사이드에이,서울 강남구 봉은사로 507,127.054211356708,37.5135051274031,270,음식점
2350,카페싸이공,서울 강남구 삼성로 622,127.052529495692,37.5152394187021,39,음식점
2351,청담하게 본점,서울 강남구 학동로82길 12,127.0513358184107,37.51804656939162,295,음식점
2352,품서울,서울 강남구 삼성로126길 6,127.05167142554689,37.51753915818579,232,음식점
2353,메종알리스,서울 강남구 삼성로119길 14,127.050331110169,37.5160188430755,207,음식점
2354,스시타,서울 강남구 삼성로119길 8,127.050657028796,37.5162421526306,187,음식점
2355,피자헛 삼성중앙점,서울 강남구 봉은사로73길 19,127.05034535830028,37.51365523382335,293,음식점
2356,아쯔마로,서울 강남구 삼성로126길 14,127.052277823048,37.5176758438542,233,음식점
2357,남자피자 삼성점,서울 강남구 봉은사로73길 48,127.049728967185,37.51544966383,255,음식점
2358,언돈,서울 강남구 삼성로116길 6,127.052868617284,37.5149329261342,75,음식점
2359,소용반점,서울 영등포구 영등포로72길 18,126.91843525795,37.5124658656775,290,음식점
2360,버거킹 신길점,서울 영등포구 도신로 237,126.917125312291,37.5126019064601,287,음식점
2361,광동수산 본점,서울 영등포구 도신로 246,126.918090928179,37.5129053173312,240,음식점
2362,돈도리촌,서울 영등포구 영등포로76길 1,126.919854699867,37.5135876861714,226,음식점
2363,100-17이태리선술집,서울 영등포구 도신로 254,126.918642144942,37.5136012732664,170,음식점
2364,신길양꼬치구이,서울 영등포구 영등포로80길 12,126.920290035029,37.5126545407206,250,음식점
2365,서울집 신길점,서울 영등포구 영등포로 397,126.922257216379,37.5135316276465,205,음식점
2366,대부도바지락칼국수,서울 영등포구 영등포로86가길 12,126.921905436204,37.5124537948993,291,음식점
2367,육수당 신길성애병원점,서울 영등포구 영등포로84길 7,126.922185836291,37.5125584964168,291,음식점
2368,신토불이포장마차,서울 영등포구 도신로 231-2,126.9166752566,37.5124970733753,295,음식점
2369,빕스 대방점,서울 동작구 노량진로 2,126.9257558680154,37.51222922483888,265,음식점
2370,부산자갈치꼼장어,서울 영등포구 영등포로 410,126.923479488057,37.5128620788961,203,음식점
2371,초록애 대방점,서울 동작구 여의대방로54길 5,126.925928045015,37.5119734477771,297,음식점
2372,롯데리아 대방역점,서울 영등포구 영등포로 416,126.924180949329,37.5126787264297,200,음식점
2373,일선화,서울 영등포구 여의대방로59길 2,126.925609802082,37.5135265786386,133,음식점
2374,피자헛 대방점,서울 동작구 여의대방로 286,126.92543654754698,37.51201836894566,278,음식점
2375,제일숯불갈비,서울 영등포구 여의대방로61길 1-1,126.925849399031,37.5137249501387,134,음식점
2376,소소떡볶이 대방점,서울 영등포구 영등포로 422,126.92487363485196,37.51221965697461,247,음식점
2377,푸른바다수산,서울 영등포구 영등포로 412,126.923637925005,37.5127792890656,204,음식점
2378,금봉식당,서울 영등포구 영등포로 396-3,126.921990790847,37.513037701866,280,음식점
2379,파리바게뜨 대방역점,서울 영등포구 여의대방로62길 2,126.92667962109776,37.513732676438806,197,음식점
2380,피자알볼로 신길점,서울 영등포구 영등포로 400,126.9224839114891,37.51307226465792,243,음식점
2381,본죽 신길성애병원옆점,서울 영등포구 영등포로84길 12,126.92182866539127,37.51231679150727,285,음식점
2382,또랑정육점식당,서울 영등포구 영등포로84길 9,126.922145263245,37.5124179130574,259,음식점
2383,다독이네숯불구이,서울 동작구 노량진로 106-5,126.937776390339,37.5129533679497,208,음식점
2384,골든볼9 메가스터디타워점,서울 동작구 노량진로 140,126.941649540594,37.5125769230804,277,음식점
2385,오꼬노미스토리,서울 동작구 노량진로10길 27,126.937654889042,37.51216402431972,284,음식점
2386,김씨마구로,서울 동작구 노들로 674,126.9373076768914,37.514833515163566,193,음식점
2387,롯데리아 노량진점,서울 동작구 장승배기로 171,126.940029468812,37.5130230096634,154,음식점
2388,구이천국,서울 동작구 노들로 688,126.940614105889,37.5146243889501,113,음식점
2389,밥드림뷔폐,서울 동작구 장승배기로 168,126.9405501013376,37.512607008982485,215,음식점
2390,하얼빈양꼬치,서울 동작구 노량진로8길 53,126.93832658097,37.5123698058762,235,음식점
2391,봄을꿈꾸다,서울 동작구 노량진로 110,126.93803861424948,37.513182360808834,173,음식점
2392,몽소베이커리&카페 노량진점,서울 동작구 노량진로 132,126.94050994765712,37.51331968294336,148,음식점
2393,두루찌개3대,서울 동작구 노량진로8길 55,126.93849163615458,37.512470804399065,219,음식점
2394,진솔,서울 동작구 노량진로 148-5,126.942431675894,37.5133269422135,290,음식점
2395,막내회쎈타,서울 영등포구 도신로53길 7,126.91441377274,37.5118971897529,274,음식점
2396,탐나종합어시장 신길역점,서울 영등포구 도신로 225,126.916101053448,37.5121506813877,225,음식점
2397,신해림샤브뷔페,서울 영등포구 도신로 234,126.9173657788122,37.511988491206814,283,음식점
2398,노가네우동,서울 영등포구 도신로 223-2,126.915838740405,37.5120639983924,232,음식점
2399,왕돈까스왕냉면,서울 영등포구 도신로65길 1,126.917317417857,37.5127642217985,211,음식점
2400,오븐마루 신길삼거리점,서울 영등포구 도신로 258,126.91882287116,37.5138320545805,279,음식점
2401,인량 훠궈,서울 강남구 강남대로140길 9,127.021228628773,37.5140166183827,201,음식점
2402,알라프리마,서울 강남구 학동로17길 13,127.026028885353,37.5135435320247,228,음식점
2403,봉산평양냉면,서울 강남구 학동로1길 21,127.021658105459,37.5128254130513,209,음식점
2404,이삭버거 신사역키친,서울 강남구 강남대로 594,127.0203262052784,37.51475560033028,293,음식점
2405,쁠로13,서울 강남구 도산대로8길 13,127.022351317358,37.5161283641869,256,음식점
2406,김록훈베이커리,서울 강남구 도산대로8길 23,127.022640657148,37.5153606539275,168,음식점
2407,부엉이식당,서울 강남구 학동로12길 8,127.025326994164,37.5117416762712,298,음식점
2408,우원돈가스,서울 강남구 학동로3길 6,127.022739151047,37.5119151956274,242,음식점
2409,이태리부대찌개 신사점,서울 강남구 논현로149길 73,127.022862703442,37.5164922717683,281,음식점
2410,육미가,서울 강남구 강남대로132길 5,127.021603649546,37.5122577903832,257,음식점
2411,제주탐하리,서울 강남구 학동로1길 5,127.021843310592,37.5118180562241,284,음식점
2412,논골집 본점,서울 강남구 도산대로8길 19,127.02249597988,37.5157174790485,209,음식점
2413,신사뻘낙지,서울 강남구 도산대로8길 7,127.022260934326,37.5164923867158,296,음식점
2414,청춘식당미래소년,서울 강남구 강남대로146길 7-7,127.020581977673,37.5152637221905,293,음식점
2415,제이에스가든 갓포로바 잠원점,서울 서초구 잠원로4길 33-2,127.010653722693,37.5127467288248,286,음식점
2416,잠원떡볶이,서울 서초구 잠원로4길 45,127.010777073395,37.5131782986176,277,음식점
2417,아우어베이커리 잠원점,서울 서초구 잠원로 112,127.007325031995,37.5137984539311,43,음식점
2418,아티제 잠원2점,서울 서초구 잠원로 94,127.006655318355,37.5126740404475,172,음식점
2419,팽이집,서울 영등포구 영신로19길 11-9,126.90705708097582,37.51386482863335,57,음식점
2420,라화쿵부 영등포점,서울 영등포구 영신로 33,126.90787770203764,37.51432137935837,139,음식점
2421,대홍샤브샤브뷔페,서울 영등포구 영신로 34,126.908167050022,37.5144982013828,170,음식점
2422,디델리 영등포점,서울 영등포구 영신로19길 10-1,126.906628964712,37.5143131908089,53,음식점
2423,왕십리 원조황소곱창 영등포점,서울 영등포구 영신로17길 5,126.907529737894,37.5139823300859,99,음식점
2424,꽁비엔,서울 영등포구 신길로61길 23,126.90926102102972,37.51528111793693,297,음식점
2425,크리스피크림도넛 영등포점,서울 영등포구 경인로 846,126.907482638458,37.5154851671524,203,음식점
2426,우림양꼬치,서울 영등포구 영신로15길 3,126.907846465213,37.5139681615577,127,음식점
2427,동대문엽기떡볶이 신길점,서울 영등포구 영신로19길 16,126.90601845872492,37.51407844568278,42,음식점
2428,명동칼국수,서울 영등포구 영신로 36,126.908062686949,37.5147431931728,175,음식점
2429,본죽 영등포역점,서울 영등포구 영신로19길 30-3,126.90479986807368,37.51349271841303,148,음식점
2430,치보 베이커리 영등포점,서울 영등포구 영신로19길 9,126.906678926546,37.5141582576673,40,음식점
2431,잉치킨,서울 영등포구 영신로20길 2,126.90805351863,37.5148404944208,181,음식점
2432,오징어야,서울 동작구 만양로14길 9,126.944971177336,37.5115297483965,225,음식점
2433,노량해전,서울 동작구 만양로16길 4,126.944667908371,37.5115691608094,235,음식점
2434,마마부찌,서울 동작구 만양로14길 40,126.94629633132,37.5121718733123,127,음식점
2435,팔팔낙지,서울 동작구 만양로18길 11,126.945060434522,37.5132056576204,99,음식점
2436,골든볼9 본점,서울 동작구 노량진로14가길 11,126.9431288813189,37.51273441931561,277,음식점
2437,와우신내떡 노량진점,서울 동작구 만양로14가길 3,126.9451315794845,37.51181634236042,190,음식점
2438,이든돈카츠,서울 동작구 만양로14다길 3,126.94538064555248,37.51150110631003,213,음식점
2439,역전할머니맥주 노량진점,서울 동작구 만양로 104,126.944531364829,37.5128233846462,155,음식점
2440,텐카이치,서울 동작구 만양로14길 24,126.945635990112,37.511883249901,166,음식점
2441,연탄집,서울 동작구 노량진로16길 30,126.943948135208,37.5122716948155,228,음식점
2442,노량진할머니왕파전,서울 동작구 만양로 90,126.944500732431,37.5114214077815,257,음식점
2443,맥도날드 노량진점,서울 동작구 노량진로 158,126.943558104375,37.5135184986792,232,음식점
2444,스시준 NPC노량진점,서울 동작구 만양로14길 20,126.945391832836,37.5116705002811,195,음식점
2445,삼삼가마솥돈까스 노량진본점,서울 동작구 만양로 90-1,126.944505195331,37.5115043022705,249,음식점
2446,마라공방 노량진점,서울 동작구 노량진로16길 8,126.94363524614,37.5132166991864,225,음식점
2447,통영굴밥 신길본점,서울 영등포구 영등포로84길 19,126.922019485655,37.5115492621591,181,음식점
2448,골목길스시 본점,서울 영등포구 영등포로84길 24-4,126.921834396181,37.51115990602,224,음식점
2449,대도식당 강남대로점,서울 서초구 강남대로 567,127.02010615236,37.5124598797236,261,음식점
2450,진대감 신사점,서울 서초구 나루터로12길 18,127.01745426827544,37.51464253314779,178,음식점
2451,진동둔횟집,서울 서초구 강남대로91길 18,127.019649137688,37.5122437156185,230,음식점
2452,프로간장게장 신사본점,서울 서초구 강남대로97길 17,127.018893047593,37.51463600474762,229,음식점
2453,의정부평양면옥,서울 서초구 강남대로93길 28,127.01893900013091,37.51296103094697,150,음식점
2454,소문난마산아구해물찜 강남점,서울 서초구 강남대로99길 29-9,127.018179302515,37.5145937695739,191,음식점
2455,아낙 잠원점,서울 서초구 신반포로45길 55,127.0172648482766,37.51237022877311,74,음식점
2456,테루아,서울 서초구 강남대로95길 47-3,127.017821477256,37.5129431847601,52,음식점
2457,박경자식당,서울 서초구 신반포로47길 9-15,127.019237106062,37.5110040014761,286,음식점
2458,무한쌈밥집,서울 서초구 강남대로93길 23-10,127.018875515592,37.5123916064706,161,음식점
2459,공리 신사점,서울 서초구 신반포로47길 93,127.018812681521,37.514409865598,205,음식점
2460,이치류 서초점,서울 서초구 신반포로47길 17,127.019219115338,37.5114184664279,250,음식점
2461,피자보이시나 노량진점,서울 동작구 만양로14길 21,126.945387177252,37.5118506989728,168,음식점
2462,연가,서울 동작구 만양로 89-1,126.944174928485,37.51149693861,275,음식점
2463,순천집,서울 동작구 노량진로 80,126.93458677057444,37.51288677233946,27,음식점
2464,새우네집,서울 동작구 등용로14길 68,126.93528741309056,37.51231051568039,75,음식점
2465,희래등,서울 동작구 등용로 123,126.931732690917,37.5120165893818,297,음식점
2466,취복루,서울 동작구 노량진로 96,126.93631942731552,37.51309134606618,127,음식점
2467,로지노돈부리,서울 동작구 노량진로6길 22,126.935691413942,37.5120719702344,116,음식점
2468,백가네 해물칼국수,서울 동작구 노량진로8길 28,126.93688088498898,37.51257447111951,179,음식점
2469,고흥수산,서울 동작구 등용로 124,126.932184965078,37.5121898426972,252,음식점
2470,불난떡볶이 노량진점,서울 동작구 노량진로8길 36,126.93731080288,37.5124485595017,219,음식점
2471,카츠진 본점,서울 동작구 노량진로8길 21,126.93662509974293,37.51276354500831,153,음식점
2472,박리김밥 본점,서울 동작구 등용로14길 67,126.935247663343,37.5124979027449,55,음식점
2473,카메스시,서울 강남구 선릉로121길 7,127.041787545596,37.5138453495258,217,음식점
2474,남도음식토말 본점,서울 강남구 선릉로121길 13,127.041235508952,37.5137410270759,170,음식점
2475,22FEB,서울 강남구 선릉로119길 6,127.042081519522,37.513643420271,230,음식점
2476,롤리폴리꼬또,서울 강남구 봉은사로51길 19,127.042324506495,37.5112863065818,291,음식점
2477,오묘한과자점,서울 강남구 언주로124길 40,127.03890954718334,37.51294532861582,68,음식점
2478,이끼,서울 강남구 선릉로119길 5,127.04207687574,37.5134307849832,222,음식점
2479,신신양꼬치,서울 강남구 학동로48길 13,127.039612179978,37.5155111541611,295,음식점
2480,하남돼지집 강남구청점,서울 강남구 선릉로 647,127.04204346034358,37.5143534249146,268,음식점
2481,무미유미 김밥,서울 강남구 선릉로119길 13,127.04150901387538,37.51333998450016,171,음식점
2482,바리 논현점,서울 강남구 선릉로115길 39,127.03986902218168,37.51140068744605,161,음식점
2483,프레드피자 서울강남점,서울 강남구 봉은사로49길 26,127.04180437887,37.511578417205,235,음식점
2484,만리향,서울 강남구 선릉로 623,127.042958426129,37.5121978940523,299,음식점
2485,비노쿠스테이블,서울 강남구 학동로44길 26,127.03745101753024,37.5141026892117,240,음식점
2486,이것이동해다 김선장,서울 강남구 선릉로121길 5,127.041985497515,37.5138605963958,233,음식점
2487,배스킨라빈스 영등포역남부점,서울 영등포구 영신로9나길 18,126.905801680249,37.513764723721,103,음식점
2488,녹두빈대떡,서울 영등포구 영신로 28,126.908529674924,37.5139506725383,263,음식점
2489,얌샘김밥 영등포역점,서울 영등포구 영신로19길 8-1,126.906814336908,37.514417853619,193,음식점
2490,이삭토스트 영등포점,서울 영등포구 영신로19길 17,126.90598593465128,37.51385677289646,113,음식점
2491,사이공리,서울 동작구 장승배기로 151-1,126.9400037390754,37.51125342446476,227,음식점
2492,뚝배기스파게티,서울 동작구 노량진로16길 35,126.944047874788,37.5119978368394,229,음식점
2493,노브랜드버거 노량진점,서울 동작구 만양로 106,126.94446341135568,37.51294228524965,247,음식점
2494,우정소금구이제주흑돼지,서울 동작구 만양로14가길 27,126.944748626931,37.5126973459037,272,음식점
2495,빨봉분식 노량진점,서울 동작구 만양로 100,126.944400481981,37.5123872371327,246,음식점
2496,수담한정식,서울 강남구 봉은사로 418,127.045938976373,37.510603796848,260,음식점
2497,조인바이트,서울 강남구 선릉로112길 13,127.044622970212,37.5115161177456,135,음식점
2498,구을가,서울 강남구 선릉로 632,127.04309463439,37.5130303722532,146,음식점
2499,살루쪼,서울 강남구 봉은사로57길 6,127.045455293181,37.5112779352441,175,음식점
2500,칠백식당 삼성직영점,서울 강남구 봉은사로63길 7,127.047007527063,37.5119332588222,222,음식점
2501,아도르,서울 강남구 선릉로116길 24,127.045094273576,37.5128097807796,35,음식점
2502,모요,서울 강남구 선릉로122길 12,127.042742792037,37.5148865681835,294,음식점
2503,맑은바닷가,서울 강남구 선릉로112길 14,127.044867125918,37.5112565360152,165,음식점
