,Unnamed: 0,자치구명,법정동코드,법정동명,지번주소,건물명,층,임대건물명,임대면적,전월세구분,보증금,임대료,건축년도,연식,latitude,longitude,conv_num,in_din_total_300,in_mart_total_1000,in_subway_total_500,in_hosp_total_1000,in_cafe_total_300,police_500,center_500,in_din_total_50,in_subway_total_50,all_score_life,nois_total
218,218,영등포구,11600,당산동6가,서울특별시 영등포구 당산동6가 335-3,골드라인,7,다세대/연립,27.8,준월세,10000,80,2018.0,4,37.5356296330535,126.901955256772,14,202,5,2,94,34,1,0,22,0,67.95,78
219,219,영등포구,12700,양평동3가,서울특별시 영등포구 양평동3가 16,양평역미소지움,13,아파트,37.8,준전세,20000,40,2018.0,4,37.5257895140652,126.887957625201,13,93,3,1,84,37,1,1,4,0,69.31,39
220,220,영등포구,10800,영등포동7가,서울특별시 영등포구 영등포동7가 94-298,리첸스타 오피스텔,10,오피스텔,19.15,전세,19000,0,2018.0,4,37.5240617711874,126.908237797664,12,138,5,1,128,32,1,1,2,0,70.15,27
221,221,영등포구,10800,영등포동7가,서울특별시 영등포구 영등포동7가 94-298,리첸스타 오피스텔,7,오피스텔,19.3,전세,16275,0,2018.0,4,37.5240617711874,126.908237797664,12,138,5,1,128,32,1,1,2,0,70.15,27
222,222,영등포구,12400,문래동6가,서울특별시 영등포구 문래동6가 34-1,문래크라운팰리스,4,오피스텔,28.17,준월세,2000,89,2018.0,4,37.5206373402847,126.885821579222,9,93,5,0,90,12,1,1,5,0,44.95,24
223,223,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 28-116,더 위일 중마루,4,오피스텔,18.6,전세,17000,0,2018.0,4,37.5205950263515,126.911120624798,12,101,5,1,132,18,2,1,0,0,66.31,27
224,224,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,18,오피스텔,17.13,월세,500,60,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
225,225,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,18,오피스텔,17.13,월세,380,60,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
226,226,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,17,오피스텔,17.13,월세,500,57,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
227,227,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,19,오피스텔,17.01,준월세,1000,55,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
228,228,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,6,오피스텔,17.13,월세,500,51,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
229,229,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,11,오피스텔,15.58,월세,500,50,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
230,230,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,16,오피스텔,15.64,월세,500,46,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
231,231,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,8,오피스텔,17.01,전세,14280,0,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
232,232,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,13,오피스텔,15.58,전세,12500,0,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
233,233,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 1-9,소담더블린,13,오피스텔,15.64,전세,12000,0,2018.0,4,37.5185309411912,126.910672412715,20,259,4,2,139,21,2,2,3,0,72.86,42
234,234,동작구,10100,노량진동,서울특별시 동작구 노량진동 333,고려교육타워-어바니엘한강,6,아파트,31.24,준월세,2000,100,2018.0,4,37.5129510662442,126.946704323258,11,257,3,1,59,62,3,1,3,0,79.93,27
235,235,동작구,10100,노량진동,서울특별시 동작구 노량진동 333,고려교육타워-어바니엘한강,18,아파트,18.9,월세,1000,84,2018.0,4,37.5129510662442,126.946704323258,11,257,3,1,59,62,3,1,3,0,79.93,27
236,236,동작구,10100,노량진동,서울특별시 동작구 노량진동 333,고려교육타워-어바니엘한강,14,아파트,18.9,준월세,1000,81,2018.0,4,37.5129510662442,126.946704323258,11,257,3,1,59,62,3,1,3,0,79.93,27
237,237,동작구,10100,노량진동,서울특별시 동작구 노량진동 333,고려교육타워-어바니엘한강,8,아파트,18.9,준월세,1000,80,2018.0,4,37.5129510662442,126.946704323258,11,257,3,1,59,62,3,1,3,0,79.93,27
238,238,영등포구,13200,신길동,서울특별시 영등포구 신길동 449-2,콘펠리체,7,오피스텔,14.88,준월세,1000,60,2018.0,4,37.5128650754913,126.923237657949,9,91,5,1,93,18,0,1,6,0,55.93,39
239,239,동작구,10800,대방동,서울특별시 동작구 대방동 45-8,올리브빌딩,8,아파트,15.96,준월세,3000,57,2018.0,4,37.5118461033476,126.933922606852,6,95,4,0,117,15,1,1,4,0,45.55,24
240,240,강남구,10600,대치동,서울특별시 강남구 대치동 944-21,대치2차 아이파크,5,오피스텔,21.5,준월세,6000,80,2018.0,4,37.5069791394869,127.060894700494,14,309,5,1,183,71,1,0,2,0,78.48,27
241,241,동작구,10200,상도동,서울특별시 동작구 상도동 183-28,그린시티,4,오피스텔,13.5,준월세,1000,50,2018.0,4,37.5037184298252,126.938463983778,8,123,7,1,139,23,3,1,8,0,68.02,51
242,242,강남구,10100,역삼동,서울특별시 강남구 역삼동 773-17,서광하우스,2,다세대/연립,22.53,준월세,3000,63,2018.0,4,37.4970963590042,127.044565422828,10,106,5,0,319,27,1,1,8,0,48.06,36
243,243,관악구,10100,봉천동,서울특별시 관악구 봉천동 715-32,보라매드림파크,2,다세대/연립,25.47,준전세,16980,10,2018.0,4,37.4924498618775,126.93043020235,5,35,4,0,177,5,1,0,0,0,36.519999999999996,12
244,244,서초구,10100,방배동,서울특별시 서초구 방배동 789-31,(789-31),3,다세대/연립,18.62,전세,17500,0,2018.0,4,37.4915709248088,126.985859392985,8,120,5,0,198,27,3,1,2,0,48.59,12
245,245,서초구,10800,서초동,서울특별시 서초구 서초동 1339,강남해븐리치 더 골드 181,6,오피스텔,17.64,준월세,3000,60,2018.0,4,37.4894973016067,127.02986165578,14,166,6,0,308,46,1,0,4,0,48.66,24
246,246,강남구,10300,개포동,서울특별시 강남구 개포동 186-13,메트하임,14,오피스텔,22.0,월세,1000,94,2018.0,4,37.4890593139561,127.06717764457,3,78,9,1,115,13,0,1,19,0,54.55,63
247,247,관악구,10100,봉천동,서울특별시 관악구 봉천동 895-1,라온3,10,다세대/연립,11.89,준월세,2000,64,2018.0,4,37.4810085582838,126.947450835199,23,243,3,1,217,34,1,2,30,0,74.51,63
248,248,관악구,10100,봉천동,서울특별시 관악구 봉천동 895-1,라온3,7,오피스텔,16.65,준월세,3000,57,2018.0,4,37.4810085582838,126.947450835199,23,243,3,1,217,34,1,2,30,0,74.51,63
249,249,동작구,10700,사당동,서울특별시 동작구 사당동 284-38,(284-38),2,다세대/연립,29.64,준전세,17000,9,2018.0,4,37.4806800030016,126.968291618444,1,5,3,0,122,2,1,1,0,0,39.85,12
250,250,관악구,10100,봉천동,서울특별시 관악구 봉천동 863-5,J-NEXT,9,오피스텔,18.42,준월세,1000,65,2018.0,4,37.4794775520963,126.951643783816,25,367,3,1,208,78,1,2,6,0,86.92,39
251,251,관악구,10100,봉천동,서울특별시 관악구 봉천동 863-5,J-NEXT,7,오피스텔,18.42,준월세,5000,55,2018.0,4,37.4794775520963,126.951643783816,25,367,3,1,208,78,1,2,6,0,86.92,39
252,252,관악구,10100,봉천동,서울특별시 관악구 봉천동 1565-16,미륵빌딩,5,오피스텔,18.04,준월세,3000,87,2018.0,4,37.4793843794927,126.947204148266,19,173,3,0,196,34,0,2,6,0,41.84,24
253,253,강남구,10300,개포동,서울특별시 강남구 개포동 1237-16,아택원빌딩,3,다세대/연립,26.6,전세,17640,0,2018.0,4,37.4779935421048,127.046224146034,18,222,6,0,75,49,1,1,10,0,56.33,36
254,254,서초구,10100,방배동,서울특별시 서초구 방배동 477-11,방배파크빌,2,다세대/연립,46.4,준월세,3000,70,2018.0,4,37.4771130578043,126.987323015894,7,77,2,0,98,19,0,1,8,0,35.56,36
255,255,동작구,10700,사당동,서울특별시 동작구 사당동 449-27,미래하이빌(449-27),2,다세대/연립,45.05,준월세,10000,60,2018.0,4,37.476826355817,126.971347984365,5,5,4,0,148,6,1,1,0,0,40.54,12
256,256,강남구,11100,세곡동,서울특별시 강남구 세곡동 616,강남 드림하이 오피스텔,7,오피스텔,27.03,준월세,2000,92,2018.0,4,37.4663233105336,127.100908772257,3,47,6,0,21,13,0,0,14,0,28.36,36
257,257,영등포구,13000,양평동6가,서울특별시 영등포구 양평동6가 93-2,선유도디와이파크,4,오피스텔,19.52,준전세,11000,40,2017.0,5,37.543426942227,126.888417802615,3,10,2,1,29,4,1,1,0,0,60.39,27
258,258,영등포구,13000,양평동6가,서울특별시 영등포구 양평동6가 93-2,선유도디와이파크,6,오피스텔,18.92,전세,13125,0,2017.0,5,37.543426942227,126.888417802615,3,10,2,1,29,4,1,1,0,0,60.39,27
259,259,영등포구,13000,양평동6가,서울특별시 영등포구 양평동6가 93-2,선유도디와이파크,5,오피스텔,18.92,전세,12600,0,2017.0,5,37.543426942227,126.888417802615,3,10,2,1,29,4,1,1,0,0,60.39,27
260,260,영등포구,13000,양평동6가,서울특별시 영등포구 양평동6가 93-2,선유도디와이파크,3,오피스텔,18.92,전세,9923,0,2017.0,5,37.543426942227,126.888417802615,3,10,2,1,29,4,1,1,0,0,60.39,27
261,261,영등포구,12900,양평동5가,서울특별시 영등포구 양평동5가 51,에듀시티에비앙,9,오피스텔,28.6,준월세,2000,100,2017.0,5,37.5397705711484,126.890799845839,7,33,3,1,45,18,1,2,0,0,63.71,27
262,262,영등포구,12900,양평동5가,서울특별시 영등포구 양평동5가 51,에듀시티에비앙,7,오피스텔,28.6,준월세,2000,90,2017.0,5,37.5397705711484,126.890799845839,7,33,3,1,45,18,1,2,0,0,63.71,27
263,263,영등포구,12700,양평동3가,서울특별시 영등포구 양평동3가 56-5,양평동갤럭시오피스텔,7,오피스텔,29.5,준월세,5000,80,2017.0,5,37.5276728955426,126.887881499229,10,44,3,1,74,20,0,1,0,0,54.47,27
264,264,영등포구,10900,영등포동8가,서울특별시 영등포구 영등포동8가 48-2,더로드2,2,오피스텔,17.41,전세,15435,0,2017.0,5,37.5271339995334,126.906277102589,16,137,6,0,165,37,5,0,3,0,45.99,12
265,265,영등포구,11000,여의도동,서울특별시 영등포구 여의도동 17-9,더하우스 소호 여의도 오피스텔,7,오피스텔,26.87,준월세,2000,100,2017.0,5,37.526577994969,126.918161959692,14,157,2,1,91,44,0,0,19,0,57.97,63
266,266,영등포구,11000,여의도동,서울특별시 영등포구 여의도동 17-9,더하우스 소호 여의도 오피스텔,6,오피스텔,23.63,월세,1000,94,2017.0,5,37.526577994969,126.918161959692,14,157,2,1,91,44,0,0,19,0,57.97,63
267,267,영등포구,11000,여의도동,서울특별시 영등포구 여의도동 17-9,더하우스 소호 여의도 오피스텔,8,오피스텔,23.63,월세,1000,90,2017.0,5,37.526577994969,126.918161959692,14,157,2,1,91,44,0,0,19,0,57.97,63
268,268,영등포구,11000,여의도동,서울특별시 영등포구 여의도동 17-9,더하우스 소호 여의도 오피스텔,10,오피스텔,26.87,월세,1000,84,2017.0,5,37.526577994969,126.918161959692,14,157,2,1,91,44,0,0,19,0,57.97,63
269,269,영등포구,12600,양평동2가,서울특별시 영등포구 양평동2가 37-3,오목교투웨니퍼스트,9,오피스텔,28.63,준월세,2000,100,2017.0,5,37.5243233889772,126.883747108723,11,117,5,1,118,21,0,1,7,0,57.44,51
270,270,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 94-129,경동미르웰 여의도,3,오피스텔,17.14,전세,16000,0,2017.0,5,37.5229424740374,126.910373143529,9,61,5,1,127,15,2,1,13,0,64.25,51
271,271,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 47-6,마이플레이스,5,다세대/연립,25.6,전세,17800,0,2017.0,5,37.5220455777121,126.903354491173,10,183,4,1,178,36,6,0,0,0,67.57,27
272,272,강남구,10500,삼성동,서울특별시 강남구 삼성동 115-21,(115-21),2,다세대/연립,17.22,전세,10000,0,2017.0,5,37.5111397374384,127.050936006968,11,106,4,1,330,48,0,1,4,0,61.72,39
273,273,동작구,10500,흑석동,서울특별시 동작구 흑석동 196-62,수인빌,2,다세대/연립,37.89,준월세,2000,60,2017.0,5,37.5081166070408,126.958279211259,9,158,3,1,53,38,1,0,0,0,66.96,27
274,274,동작구,10200,상도동,서울특별시 동작구 상도동 7-18,소담1,4,다세대/연립,20.98,준월세,2000,52,2017.0,5,37.5070619846845,126.952559752297,5,21,6,0,87,20,0,0,0,0,28.59,12
275,275,동작구,10300,상도1동,서울특별시 동작구 상도1동 618,희하우스,3,다세대/연립,17.28,준월세,2000,57,2017.0,5,37.5045183415125,126.94885202529,12,117,5,1,120,41,0,0,7,0,55.92,51
276,276,동작구,10300,상도1동,서울특별시 동작구 상도1동 618,희하우스,4,다세대/연립,15.84,준월세,2000,55,2017.0,5,37.5045183415125,126.94885202529,12,117,5,1,120,41,0,0,7,0,55.92,51
277,277,동작구,10200,상도동,서울특별시 동작구 상도동 54-26,브이업빌딩,5,다세대/연립,15.44,준월세,1000,64,2017.0,5,37.5040055303833,126.953302462851,10,28,5,1,96,30,0,0,0,0,50.61,27
278,278,강남구,10100,역삼동,서울특별시 강남구 역삼동 669-7,힐하우스,2,다세대/연립,19.81,준월세,1000,48,2017.0,5,37.5031901363177,127.036986402682,24,335,2,1,400,84,0,0,26,0,71.74000000000001,63
279,279,강남구,10100,역삼동,서울특별시 강남구 역삼동 669-7,힐하우스,2,다세대/연립,19.81,준월세,1000,48,2017.0,5,37.5031901363177,127.036986402682,24,335,2,1,400,84,0,0,26,0,71.74000000000001,63
280,280,강남구,10100,역삼동,서울특별시 강남구 역삼동 678-6,해든 빌딩,11,오피스텔,17.76,준월세,3000,60,2017.0,5,37.5027814109807,127.039037157303,30,324,3,1,333,84,1,0,23,0,81.32,63
281,281,동작구,10200,상도동,서울특별시 동작구 상도동 244-161,미소가25차B동,4,다세대/연립,29.82,준전세,15000,40,2017.0,5,37.4985166561577,126.936094209462,6,32,5,0,125,6,1,2,0,0,41.57,12
282,282,동작구,10200,상도동,서울특별시 동작구 상도동 492-12,에이레네,3,다세대/연립,15.5,준월세,2300,55,2017.0,5,37.4957956932181,126.953175833216,12,121,2,1,53,23,2,1,17,0,67.94,63
283,283,서초구,10100,방배동,서울특별시 서초구 방배동 824-3,(824-3),4,다세대/연립,29.9,준월세,15000,78,2017.0,5,37.4905820100062,126.985374033556,8,75,5,0,207,16,2,0,3,0,39.96,12
284,284,서초구,10100,방배동,서울특별시 서초구 방배동 824-3,(824-3),2,다세대/연립,24.48,준월세,1000,65,2017.0,5,37.4905820100062,126.985374033556,8,75,5,0,207,16,2,0,3,0,39.96,12
285,285,서초구,10100,방배동,서울특별시 서초구 방배동 824-3,(824-3),2,다세대/연립,24.84,준월세,1000,65,2017.0,5,37.4905820100062,126.985374033556,8,75,5,0,207,16,2,0,3,0,39.96,12
286,286,서초구,10800,서초동,서울특별시 서초구 서초동 1338-8,강남역파라디아골드,7,오피스텔,20.16,준월세,1000,78,2017.0,5,37.4899089750896,127.030203982801,19,220,6,0,376,64,2,0,3,0,53.86,12
287,287,서초구,10800,서초동,서울특별시 서초구 서초동 1338-8,강남역파라디아골드,11,오피스텔,20.16,준월세,6000,60,2017.0,5,37.4899089750896,127.030203982801,19,220,6,0,376,64,2,0,3,0,53.86,12
288,288,서초구,10800,서초동,서울특별시 서초구 서초동 1338-8,강남역파라디아골드,16,오피스텔,20.16,전세,18000,0,2017.0,5,37.4899089750896,127.030203982801,19,220,6,0,376,64,2,0,3,0,53.86,12
289,289,서초구,10800,서초동,서울특별시 서초구 서초동 1562-6,정산아트빌(가나동),3,다세대/연립,24.82,준월세,1000,82,2017.0,5,37.4893748511705,127.01214082563,11,317,9,2,201,55,1,0,1,0,76.0,42
290,290,동작구,10700,사당동,서울특별시 동작구 사당동 224-76,레몬하이츠,3,다세대/연립,29.15,준월세,6000,70,2017.0,5,37.4851405593925,126.968376342865,6,70,3,1,72,17,1,3,4,0,64.94,39
291,291,동작구,10700,사당동,서울특별시 동작구 사당동 224-76,레몬하이츠,4,다세대/연립,28.95,준전세,14000,30,2017.0,5,37.4851405593925,126.968376342865,6,70,3,1,72,17,1,3,4,0,64.94,39
292,292,서초구,10100,방배동,서울특별시 서초구 방배동 932-26,은조빌,5,다세대/연립,29.1,준월세,1000,65,2017.0,5,37.4844738030592,126.991897561996,5,65,4,1,212,23,1,1,0,0,65.8,27
293,293,서초구,10800,서초동,서울특별시 서초구 서초동 1434-11,CM빌,3,다세대/연립,18.33,전세,15500,0,2017.0,5,37.484049812571,127.023444373093,5,40,5,0,112,11,0,0,2,0,27.759999999999998,12
294,294,관악구,10200,신림동,서울특별시 관악구 신림동 1639-6,선인타운,9,오피스텔,16.27,준월세,1000,63,2017.0,5,37.4835478404497,126.927329401525,18,605,2,1,143,100,2,2,21,0,99.84,63
295,295,관악구,10200,신림동,서울특별시 관악구 신림동 1639-6,선인타운,7,오피스텔,16.27,준월세,1000,58,2017.0,5,37.4835478404497,126.927329401525,18,605,2,1,143,100,2,2,21,0,99.84,63
296,296,관악구,10200,신림동,서울특별시 관악구 신림동 1572-18,메가더클래스,2,다세대/연립,29.96,준월세,3000,57,2017.0,5,37.4812646637753,126.919116574897,4,30,0,0,138,10,1,1,0,0,37.2,12
297,297,관악구,10100,봉천동,서울특별시 관악구 봉천동 919-38,서래마을,2,오피스텔,29.12,준전세,13000,25,2017.0,5,37.4803644020794,126.944060277439,13,271,3,1,185,36,1,2,0,0,75.93,27
298,298,관악구,10100,봉천동,서울특별시 관악구 봉천동 866-7,카카오티,15,아파트,23.27,준월세,8000,63,2017.0,5,37.4794835323743,126.951068876551,25,330,3,1,212,73,1,1,10,0,84.63,51
299,299,관악구,10100,봉천동,서울특별시 관악구 봉천동 866-6,덕산스테이트,6,오피스텔,18.53,준월세,1000,70,2017.0,5,37.4794463461071,126.951348607845,25,340,3,1,208,75,1,1,4,0,85.37,39
300,300,관악구,10100,봉천동,서울특별시 관악구 봉천동 866-6,덕산스테이트,2,오피스텔,18.53,전세,17500,0,2017.0,5,37.4794463461071,126.951348607845,25,340,3,1,208,75,1,1,4,0,85.37,39
301,301,강남구,10300,개포동,서울특별시 강남구 개포동 1244-13,1244-13,3,다세대/연립,24.96,준월세,1435,19,2017.0,5,37.4792368564287,127.04549794691,10,121,6,0,90,30,0,0,4,0,34.16,24
302,302,관악구,10100,봉천동,서울특별시 관악구 봉천동 1568-1,서울대입구 한양아이클래스,6,오피스텔,20.15,준전세,15000,5,2017.0,5,37.4791097585906,126.950336729758,21,245,2,1,205,65,1,1,8,0,79.99,51
303,303,관악구,10100,봉천동,서울특별시 관악구 봉천동 1639-12,로제하우스,2,다세대/연립,41.05,준전세,20000,20,2017.0,5,37.4734913302885,126.966450928586,11,135,1,1,55,28,1,1,10,0,69.35,51
304,304,서초구,10200,양재동,서울특별시 서초구 양재동 385-7,(385-7),4,다세대/연립,24.88,준전세,18000,2,2017.0,5,37.4699068365779,127.048155275114,5,18,4,0,48,9,0,0,0,0,26.57,12
305,305,영등포구,11600,당산동6가,서울특별시 영등포구 당산동6가 332-3,더빌,8,오피스텔,29.61,준월세,1000,78,2016.0,6,37.534995927846,126.90137623159,16,226,5,2,104,41,1,0,7,0,70.08,66
306,306,영등포구,11700,당산동,서울특별시 영등포구 당산동 121-289,가온빌,12,다세대/연립,21.4,준월세,1000,57,2016.0,6,37.5273750134221,126.908687281064,12,54,5,0,138,20,0,0,2,0,29.85,12
307,307,영등포구,11700,당산동,서울특별시 영등포구 당산동 121-289,가온빌,8,오피스텔,21.4,준월세,4000,45,2016.0,6,37.5273750134221,126.908687281064,12,54,5,0,138,20,0,0,2,0,29.85,12
308,308,영등포구,11700,당산동,서울특별시 영등포구 당산동 121-289,가온빌,11,다세대/연립,21.4,전세,13500,0,2016.0,6,37.5273750134221,126.908687281064,12,54,5,0,138,20,0,0,2,0,29.85,12
309,309,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자빌딩,2,오피스텔,15.87,준전세,11000,25,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
310,310,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자빌딩,2,오피스텔,15.87,준전세,11000,25,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
311,311,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자빌딩,2,오피스텔,14.82,준전세,11000,20,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
312,312,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자의길12,11,다세대/연립,14.57,전세,18500,0,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
313,313,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자빌딩,10,오피스텔,19.22,전세,17500,0,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
314,314,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자빌딩,4,오피스텔,14.82,전세,17000,0,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
315,315,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자빌딩,4,오피스텔,19.22,전세,17000,0,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
316,316,영등포구,10700,영등포동6가,서울특별시 영등포구 영등포동6가 22-1,부자빌딩,6,오피스텔,19.22,전세,17000,0,2016.0,6,37.5224548461389,126.904726037756,10,206,4,1,171,35,4,0,7,1,68.28,101
317,317,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 94-126,(94-126),6,오피스텔,21.92,준전세,10000,10,2016.0,6,37.5222719389771,126.910837298238,8,59,5,0,128,11,1,1,0,0,43.480000000000004,12
318,318,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 94-126,(94-126),3,오피스텔,21.92,준전세,9000,10,2016.0,6,37.5222719389771,126.910837298238,8,59,5,0,128,11,1,1,0,0,43.480000000000004,12
319,319,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 94-126,(94-126),2,오피스텔,21.92,준전세,9500,5,2016.0,6,37.5222719389771,126.910837298238,8,59,5,0,128,11,1,1,0,0,43.480000000000004,12
320,320,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 94-126,(94-126),6,오피스텔,17.73,전세,12000,0,2016.0,6,37.5222719389771,126.910837298238,8,59,5,0,128,11,1,1,0,0,43.480000000000004,12
321,321,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 127,신한헤스티아,11,오피스텔,29.01,준월세,1000,80,2016.0,6,37.517143817261,126.910633231512,15,240,4,2,146,22,2,2,1,0,72.31,42
322,322,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 127,신한헤스티아,7,오피스텔,18.01,준월세,1000,56,2016.0,6,37.517143817261,126.910633231512,15,240,4,2,146,22,2,2,1,0,72.31,42
323,323,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 127,신한헤스티아,13,오피스텔,26.17,준월세,4000,55,2016.0,6,37.517143817261,126.910633231512,15,240,4,2,146,22,2,2,1,0,72.31,42
324,324,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 127,신한헤스티아,4,오피스텔,26.17,전세,17000,0,2016.0,6,37.517143817261,126.910633231512,15,240,4,2,146,22,2,2,1,0,72.31,42
325,325,강남구,10800,논현동,서울특별시 강남구 논현동 264-3,그린빌에이동,4,다세대/연립,15.54,전세,19000,0,2016.0,6,37.512848848636,127.039669363349,6,59,3,3,243,19,1,0,1,0,59.87,57
326,326,강남구,10800,논현동,서울특별시 강남구 논현동 136-19,탑로얄빌,2,다세대/연립,26.73,월세,1000,88,2016.0,6,37.5114463408128,127.026496419571,17,148,3,1,653,56,1,2,1,0,74.72,27
327,327,동작구,10200,상도동,서울특별시 동작구 상도동 363-164,상도휴엔하임,10,아파트,14.7,준월세,1000,60,2016.0,6,37.5049868628963,126.937943035198,9,109,6,1,140,20,3,2,14,0,66.95,51
328,328,동작구,10200,상도동,서울특별시 동작구 상도동 363-164,상도휴엔하임,10,아파트,14.7,준월세,1000,60,2016.0,6,37.5049868628963,126.937943035198,9,109,6,1,140,20,3,2,14,0,66.95,51
329,329,동작구,10200,상도동,서울특별시 동작구 상도동 363-164,상도휴엔하임,4,아파트,14.7,준월세,3000,50,2016.0,6,37.5049868628963,126.937943035198,9,109,6,1,140,20,3,2,14,0,66.95,51
330,330,동작구,10300,상도1동,서울특별시 동작구 상도1동 437,JVILL,4,다세대/연립,19.86,준월세,2000,65,2016.0,6,37.5023176272428,126.951612545969,14,103,5,1,82,35,0,1,0,0,59.34,27
331,331,동작구,10800,대방동,서울특별시 동작구 대방동 416-19,위너스,4,다세대/연립,12.42,준월세,4000,80,2016.0,6,37.4990142780227,126.922261073686,10,139,5,1,145,35,2,2,3,0,70.72,27
332,332,강남구,10600,대치동,서울특별시 강남구 대치동 934-19,메이시홈,2,다세대/연립,24.51,월세,1000,93,2016.0,6,37.4985400353351,127.0563885515,13,128,11,1,297,48,1,1,1,0,72.56,27
333,333,동작구,10200,상도동,서울특별시 동작구 상도동 491-17,수정빌,3,다세대/연립,20.84,준월세,2000,60,2016.0,6,37.4955749755014,126.952570751131,11,100,2,1,53,20,2,1,0,0,66.61,27
334,334,동작구,10200,상도동,서울특별시 동작구 상도동 496-18,무경하우스,4,다세대/연립,16.89,준월세,1000,65,2016.0,6,37.4942258532919,126.954753952677,13,141,2,1,60,22,3,2,2,0,68.53,27
335,335,서초구,10100,방배동,서울특별시 서초구 방배동 781-29,(781-29),3,다세대/연립,23.72,준월세,1000,60,2016.0,6,37.4929604312408,126.984222764738,9,152,5,0,188,39,3,1,0,0,51.91,12
336,336,서초구,10800,서초동,서울특별시 서초구 서초동 1337-2,아크로텔 강남역,13,오피스텔,22.67,월세,1000,84,2016.0,6,37.4919528081604,127.028810221182,20,214,7,0,480,58,2,1,25,0,57.58,48
337,337,서초구,10800,서초동,서울특별시 서초구 서초동 1337-2,아크로텔 강남역,7,오피스텔,20.72,준월세,1000,75,2016.0,6,37.4919528081604,127.028810221182,20,214,7,0,480,58,2,1,25,0,57.58,48
338,338,서초구,10800,서초동,서울특별시 서초구 서초동 1337-2,아크로텔 강남역,11,오피스텔,17.7,준월세,1000,72,2016.0,6,37.4919528081604,127.028810221182,20,214,7,0,480,58,2,1,25,0,57.58,48
339,339,서초구,10800,서초동,서울특별시 서초구 서초동 1337-2,아크로텔 강남역,10,오피스텔,19.41,준월세,5000,60,2016.0,6,37.4919528081604,127.028810221182,20,214,7,0,480,58,2,1,25,0,57.58,48
