,Unnamed: 0,자치구명,법정동코드,법정동명,지번주소,건물명,층,임대건물명,임대면적,전월세구분,보증금,임대료,건축년도,연식,latitude,longitude,conv_num,in_din_total_300,in_mart_total_1000,in_subway_total_500,in_hosp_total_1000,in_cafe_total_300,police_500,center_500,in_din_total_50,in_subway_total_50,all_score_life,nois_total
0,0,영등포구,11300,당산동3가,서울특별시 영등포구 당산동3가 398-1,당산파크뷰,3,오피스텔,16.83,준월세,3000,85,2022.0,0,37.5257856076804,126.894982230987,18,325,7,2,128,69,0,2,8,0,73.74,66
1,1,영등포구,11300,당산동3가,서울특별시 영등포구 당산동3가 398-1,당산파크뷰,6,오피스텔,17.42,준전세,15000,45,2022.0,0,37.5257856076804,126.894982230987,18,325,7,2,128,69,0,2,8,0,73.74,66
2,2,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,12,오피스텔,18.1,준월세,1000,80,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
3,3,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,14,오피스텔,18.1,준월세,1000,80,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
4,4,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,11,오피스텔,18.1,준월세,1000,80,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
5,5,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,8,오피스텔,18.1,준월세,1000,80,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
6,6,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,14,오피스텔,18.1,준월세,1000,80,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
7,7,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,5,오피스텔,18.1,준월세,5000,65,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
8,8,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,4,오피스텔,18.1,준월세,3000,65,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
9,9,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,6,오피스텔,18.1,준월세,5000,60,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
10,10,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,12,오피스텔,18.1,준월세,5000,58,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
11,11,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,8,오피스텔,18.1,준월세,5000,55,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
12,12,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,8,오피스텔,18.1,준월세,5000,55,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
13,13,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,9,오피스텔,18.1,준월세,10000,50,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
14,14,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,2,오피스텔,18.1,준월세,7000,50,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
15,15,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,10,오피스텔,18.1,준전세,10000,40,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
16,16,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,4,오피스텔,18.1,준월세,9000,40,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
17,17,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,10,오피스텔,18.1,준전세,15000,30,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
18,18,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,15,오피스텔,18.1,준전세,14000,30,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
19,19,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,7,오피스텔,18.1,전세,20000,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
20,20,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,11,오피스텔,18.1,전세,20000,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
21,21,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,11,오피스텔,18.1,전세,20000,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
22,22,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,14,오피스텔,18.1,전세,20000,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
23,23,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,6,오피스텔,18.1,전세,20000,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
24,24,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,6,오피스텔,18.1,전세,19500,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
25,25,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,7,오피스텔,18.1,전세,19500,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
26,26,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,8,오피스텔,18.1,전세,19000,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
27,27,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,5,오피스텔,18.1,전세,19000,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
28,28,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 175,여의도 해링턴타워 196,3,오피스텔,18.1,전세,18500,0,2022.0,0,37.5192625840429,126.909761614121,24,330,4,2,133,21,2,1,2,0,75.57,42
29,29,동작구,10500,흑석동,서울특별시 동작구 흑석동 198-75,(198-75),4,다세대/연립,49.64,준월세,11000,100,2022.0,0,37.5091269925183,126.957517350061,4,76,3,0,53,17,2,0,0,0,40.17,12
30,30,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,17,오피스텔,20.17,준월세,2000,75,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
31,31,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,16,오피스텔,17.95,준월세,1000,73,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
32,32,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,7,오피스텔,17.95,준월세,1000,70,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
33,33,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,9,오피스텔,17.95,준월세,5000,55,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
34,34,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,8,오피스텔,17.95,준월세,5000,55,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
35,35,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,3,다세대/연립,13.94,준전세,14000,20,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
36,36,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,5,다세대/연립,13.94,준전세,16000,15,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
37,37,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,6,다세대/연립,13.94,준전세,15000,15,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
38,38,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,3,다세대/연립,12.23,준전세,15000,5,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
39,39,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,13,오피스텔,17.95,전세,19000,0,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
40,40,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,5,다세대/연립,13.94,전세,19000,0,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
41,41,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,11,오피스텔,20.17,전세,18500,0,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
42,42,관악구,10100,봉천동,서울특별시 관악구 봉천동 32-1,더울림메트로타워,3,다세대/연립,13.94,전세,18000,0,2022.0,0,37.4846104650703,126.954951625637,11,218,3,1,194,29,0,3,2,0,62.69,27
43,43,영등포구,12900,양평동5가,서울특별시 영등포구 양평동5가 24-1,선유도역 마들렌 오피스텔,6,오피스텔,25.82,준월세,1000,65,2021.0,1,37.5372545121596,126.891956810164,6,132,4,1,52,44,1,1,1,0,72.01,27
44,44,영등포구,11500,당산동5가,서울특별시 영등포구 당산동5가 11-32,당산역리버뷰한강,4,오피스텔,17.58,준월세,5000,70,2021.0,1,37.5321988311021,126.904741928938,7,74,5,2,108,18,1,0,0,0,60.28,42
45,45,영등포구,11700,당산동,서울특별시 영등포구 당산동 121-61,여의도 아리스타,8,오피스텔,19.93,준월세,1000,75,2021.0,1,37.5296408939349,126.907238209805,11,49,6,0,129,16,0,0,1,0,28.97,12
46,46,영등포구,11700,당산동,서울특별시 영등포구 당산동 121-61,여의도 아리스타,9,오피스텔,19.93,전세,19000,0,2021.0,1,37.5296408939349,126.907238209805,11,49,6,0,129,16,0,0,1,0,28.97,12
47,47,영등포구,11100,당산동1가,서울특별시 영등포구 당산동1가 388-1,에이스하우징,3,다세대/연립,29.99,준월세,1734,46,2021.0,1,37.5227068380712,126.897183185176,12,172,7,2,173,41,3,2,8,0,73.02,66
48,48,영등포구,10300,영등포동2가,서울특별시 영등포구 영등포동2가 232-3,에스제이팰리스,2,오피스텔,38.74,준월세,3000,100,2021.0,1,37.5210930812044,126.910024000641,13,130,4,1,133,18,3,1,2,0,67.42,27
49,49,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 4-1,여의도 포레스트 시티,9,오피스텔,25.65,준월세,2000,85,2021.0,1,37.5192559175487,126.90720457533,23,516,4,2,132,52,3,1,24,0,88.08,78
50,50,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 4-1,여의도 포레스트 시티,5,오피스텔,18.56,준월세,1000,52,2021.0,1,37.5192559175487,126.90720457533,23,516,4,2,132,52,3,1,24,0,88.08,78
51,51,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 31-3,봉주르오피스텔,10,다세대/연립,14.4,준전세,5098,6,2021.0,1,37.5180193027936,126.914876441969,7,18,3,2,150,7,1,1,0,1,61.22,92
52,52,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 31-3,봉주르오피스텔,3,오피스텔,15.9,전세,19000,0,2021.0,1,37.5180193027936,126.914876441969,7,18,3,2,150,7,1,1,0,1,61.22,92
53,53,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 31-3,봉주르오피스텔,6,오피스텔,14.59,전세,16900,0,2021.0,1,37.5180193027936,126.914876441969,7,18,3,2,150,7,1,1,0,1,61.22,92
54,54,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 121-3,명남더블레스,8,오피스텔,23.84,준월세,10000,50,2021.0,1,37.5171713481473,126.910938384282,15,207,4,2,146,19,2,2,1,0,70.53,42
55,55,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 121-3,명남더블레스,11,오피스텔,17.63,전세,20000,0,2021.0,1,37.5171713481473,126.910938384282,15,207,4,2,146,19,2,2,1,0,70.53,42
56,56,동작구,10100,노량진동,서울특별시 동작구 노량진동 266-4,한강큐브스테이트,17,오피스텔,16.57,전세,20000,0,2021.0,1,37.5129107310482,126.934898478289,6,141,4,0,101,26,1,0,3,0,44.23,12
57,57,동작구,10300,상도1동,서울특별시 동작구 상도1동 519-1,더포레스트,5,오피스텔,12.72,전세,20000,0,2021.0,1,37.5064486290214,126.950482618696,9,46,4,1,89,23,0,0,0,0,50.08,27
58,58,영등포구,13300,대림동,서울특별시 영등포구 대림동 663-6,아이유하임,3,다세대/연립,25.68,준월세,1971,20,2021.0,1,37.5018224647812,126.898113853839,8,68,5,0,103,12,1,1,3,0,44.0,12
59,59,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,5,다세대/연립,29.97,월세,100,57,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
60,60,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,3,다세대/연립,29.97,월세,100,57,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
61,61,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,4,다세대/연립,29.97,월세,100,57,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
62,62,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,4,다세대/연립,29.97,월세,100,57,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
63,63,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,2,다세대/연립,29.97,월세,100,56,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
64,64,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,2,다세대/연립,29.97,월세,100,56,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
65,65,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,4,다세대/연립,27.54,월세,100,52,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
66,66,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,2,다세대/연립,27.54,월세,100,52,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
67,67,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,3,다세대/연립,26.03,월세,100,49,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
68,68,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,4,다세대/연립,26.03,월세,100,49,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
69,69,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,2,다세대/연립,26.03,월세,100,49,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
70,70,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,4,다세대/연립,24.32,월세,100,46,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
71,71,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,3,다세대/연립,24.32,월세,100,46,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
72,72,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,2,다세대/연립,24.32,월세,100,46,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
73,73,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,5,다세대/연립,20.53,월세,100,40,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
74,74,서초구,10100,방배동,서울특별시 서초구 방배동 784-4,포엠빌,5,다세대/연립,20.11,월세,100,39,2021.0,1,37.4925765822842,126.984074599662,10,146,5,0,193,39,3,1,0,0,51.68,12
75,75,서초구,10800,서초동,서울특별시 서초구 서초동 1628-28,그라운드서초,3,다세대/연립,33.82,준월세,1432,41,2021.0,1,37.4887455115041,127.017729791879,6,43,8,1,221,20,1,2,0,0,64.43,27
76,76,관악구,10200,신림동,서울특별시 관악구 신림동 1425-1,우정오피스텔,10,오피스텔,18.04,준전세,12000,20,2021.0,1,37.4876369721061,126.929403797912,23,356,1,1,145,59,1,2,10,0,83.19,51
77,77,관악구,10200,신림동,서울특별시 관악구 신림동 1425-1,우정오피스텔,13,오피스텔,18.04,전세,17000,0,2021.0,1,37.4876369721061,126.929403797912,23,356,1,1,145,59,1,2,10,0,83.19,51
78,78,관악구,10200,신림동,서울특별시 관악구 신림동 1425-1,우정오피스텔,11,오피스텔,18.04,전세,17000,0,2021.0,1,37.4876369721061,126.929403797912,23,356,1,1,145,59,1,2,10,0,83.19,51
79,79,관악구,10200,신림동,서울특별시 관악구 신림동 1418-28,다솜시티빌,4,오피스텔,18.65,준전세,14000,28,2021.0,1,37.4868993581714,126.931774436044,24,289,3,1,149,52,2,2,9,0,79.41,51
80,80,관악구,10200,신림동,서울특별시 관악구 신림동 1418-28,다솜시티빌,2,오피스텔,19.93,준전세,17500,5,2021.0,1,37.4868993581714,126.931774436044,24,289,3,1,149,52,2,2,9,0,79.41,51
81,81,관악구,10200,신림동,서울특별시 관악구 신림동 1418-28,다솜시티빌,4,오피스텔,19.97,전세,19500,0,2021.0,1,37.4868993581714,126.931774436044,24,289,3,1,149,52,2,2,9,0,79.41,51
82,82,서초구,10800,서초동,서울특별시 서초구 서초동 1589-11,서초팰리스,8,오피스텔,20.9,준월세,1000,79,2021.0,1,37.4856934845197,127.013240834291,20,228,8,1,164,67,1,1,8,0,79.69,51
83,83,관악구,10200,신림동,서울특별시 관악구 신림동 1412-3,자이오피스텔,6,오피스텔,15.01,준월세,3000,52,2021.0,1,37.4849592756387,126.932819468816,16,215,3,1,154,41,3,1,11,0,74.66,51
84,84,서초구,10100,방배동,서울특별시 서초구 방배동 426-7,여문하우스,3,다세대/연립,27.12,준월세,5000,85,2021.0,1,37.4840235872506,126.983438951771,13,179,6,2,247,49,2,1,2,0,74.69,42
85,85,관악구,10200,신림동,서울특별시 관악구 신림동 1655-17,G 밸리마인드,7,오피스텔,17.57,전세,18000,0,2021.0,1,37.4827820424839,126.901967370047,12,375,2,1,123,38,0,0,12,0,65.25,51
86,86,관악구,10200,신림동,서울특별시 관악구 신림동 1655-17,G 밸리마인드,9,오피스텔,17.57,전세,13000,0,2021.0,1,37.4827820424839,126.901967370047,12,375,2,1,123,38,0,0,12,0,65.25,51
87,87,동작구,10700,사당동,서울특별시 동작구 사당동 314-12,스튜디오사당19,5,다세대/연립,28.56,준월세,900,26,2021.0,1,37.4812456254626,126.972871494572,8,116,4,1,196,22,2,2,0,0,67.57,27
88,88,동작구,10700,사당동,서울특별시 동작구 사당동 314-12,스튜디오사당19,3,다세대/연립,25.98,준전세,4529,9,2021.0,1,37.4812456254626,126.972871494572,8,116,4,1,196,22,2,2,0,0,67.57,27
89,89,관악구,10100,봉천동,서울특별시 관악구 봉천동 1666-51,더헤르미온,9,오피스텔,16.93,월세,1000,90,2021.0,1,37.4807780244259,126.955188188139,11,473,4,1,199,88,1,1,4,0,92.71000000000001,39
90,90,관악구,10100,봉천동,서울특별시 관악구 봉천동 1666-51,더헤르미온,11,다세대/연립,11.69,준전세,4796,6,2021.0,1,37.4807780244259,126.955188188139,11,473,4,1,199,88,1,1,4,0,92.71000000000001,39
91,91,관악구,10100,봉천동,서울특별시 관악구 봉천동 1666-51,더헤르미온,13,다세대/연립,10.87,준전세,4796,6,2021.0,1,37.4807780244259,126.955188188139,11,473,4,1,199,88,1,1,4,0,92.71000000000001,39
92,92,관악구,10100,봉천동,서울특별시 관악구 봉천동 1666-51,더헤르미온,13,다세대/연립,11.61,준전세,4796,6,2021.0,1,37.4807780244259,126.955188188139,11,473,4,1,199,88,1,1,4,0,92.71000000000001,39
93,93,관악구,10200,신림동,서울특별시 관악구 신림동 1568-5,더위일관악파크뷰,12,오피스텔,17.3,전세,20000,0,2021.0,1,37.4805895205215,126.914984947546,7,102,0,0,109,20,1,2,4,0,41.69,24
94,94,관악구,10200,신림동,서울특별시 관악구 신림동 1568-5,더위일관악파크뷰,7,오피스텔,17.3,전세,20000,0,2021.0,1,37.4805895205215,126.914984947546,7,102,0,0,109,20,1,2,4,0,41.69,24
95,95,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,14,오피스텔,17.27,준월세,1000,75,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
96,96,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,8,오피스텔,17.38,준월세,3000,60,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
97,97,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,12,오피스텔,17.44,준월세,1000,60,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
98,98,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,11,오피스텔,17.38,준월세,4000,55,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
99,99,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,10,오피스텔,17.38,준월세,4000,55,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
100,100,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,9,오피스텔,17.38,준월세,5000,50,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
101,101,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,14,오피스텔,17.38,준월세,5000,50,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
102,102,관악구,10100,봉천동,서울특별시 관악구 봉천동 864-3,그랜드오피스텔,13,오피스텔,17.38,준월세,5000,50,2021.0,1,37.4792041792667,126.951627566525,23,337,3,1,207,75,1,1,16,0,85.25,63
103,103,강남구,10300,개포동,서울특별시 강남구 개포동 1177-8,에이비하우스,5,다세대/연립,26.2,준월세,12000,70,2021.0,1,37.4744023492094,127.052769058548,5,37,4,0,49,12,0,0,3,0,27.810000000000002,12
104,104,서초구,10200,양재동,서울특별시 서초구 양재동 388-4,드림빌(388-4),4,다세대/연립,33.83,준월세,3321,34,2021.0,1,37.4704665019964,127.047592669526,8,41,5,0,57,16,0,0,0,0,28.67,12
105,105,관악구,10200,신림동,서울특별시 관악구 신림동 713-1,성진리치빌5차,3,다세대/연립,20.99,전세,12000,0,2021.0,1,37.4703128687402,126.917647715322,4,61,0,0,47,7,2,1,0,0,37.86,12
106,106,서초구,11100,신원동,서울특별시 서초구 신원동 68,가원빌딩,2,오피스텔,26.61,준월세,2000,80,2021.0,1,37.4314319660333,127.070528131603,2,11,0,0,0,3,0,0,0,0,10.25,12
107,107,영등포구,11500,당산동5가,서울특별시 영등포구 당산동5가 43,당산센트럴아이파크,10,아파트,59.98,준전세,16790,24,2020.0,2,37.529977001915,126.903128849889,7,58,5,1,132,20,6,0,0,0,60.01,27
108,108,영등포구,12700,양평동3가,서울특별시 영등포구 양평동3가 56-3,파크뷰,10,오피스텔,16.82,전세,16800,0,2020.0,2,37.5275805588858,126.887708659841,9,44,3,1,74,19,0,1,0,0,54.3,27
109,109,영등포구,12700,양평동3가,서울특별시 영등포구 양평동3가 37-1,그랜드타워,10,다세대/연립,15.8,준월세,7000,95,2020.0,2,37.526803650954,126.888592012264,11,86,3,1,80,32,1,1,0,0,68.16,27
110,110,영등포구,12700,양평동3가,서울특별시 영등포구 양평동3가 37-2,클라우드타워,4,오피스텔,25.16,준월세,5000,90,2020.0,2,37.526590696008,126.88854085495,12,89,3,1,81,31,1,1,2,0,68.11,27
111,111,영등포구,10800,영등포동7가,서울특별시 영등포구 영등포동7가 29-112,한가람 더원 103동,7,오피스텔,24.76,준전세,13000,25,2020.0,2,37.5246958057987,126.908121179196,12,135,5,1,147,32,2,0,3,0,65.04,27
112,112,영등포구,10400,영등포동3가,서울특별시 영등포구 영등포동3가 2,WD스퀘어,11,오피스텔,16.83,준월세,2000,55,2020.0,2,37.5186533952623,126.909852502552,24,346,4,2,141,22,2,2,8,0,76.36,66
113,113,영등포구,12400,문래동6가,서울특별시 영등포구 문래동6가 57,문래롯데캐슬,10,아파트,59.9,준월세,1500,51,2020.0,2,37.5182016988071,126.885582654417,7,61,5,1,85,13,0,0,0,0,48.9,27
114,114,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 94-2,여의도더리브스타일,7,오피스텔,26.49,월세,1000,100,2020.0,2,37.5177534119376,126.913137240393,10,39,4,2,135,8,3,2,7,0,62.19,66
115,115,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 94-2,여의도더리브스타일,10,오피스텔,26.49,준월세,4000,75,2020.0,2,37.5177534119376,126.913137240393,10,39,4,2,135,8,3,2,7,0,62.19,66
116,116,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 94-2,여의도더리브스타일,23,오피스텔,19.36,준월세,1000,75,2020.0,2,37.5177534119376,126.913137240393,10,39,4,2,135,8,3,2,7,0,62.19,66
117,117,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 94-2,여의도더리브스타일,3,오피스텔,26.49,준월세,7000,73,2020.0,2,37.5177534119376,126.913137240393,10,39,4,2,135,8,3,2,7,0,62.19,66
118,118,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 94-2,여의도더리브스타일,8,오피스텔,19.36,준월세,1000,68,2020.0,2,37.5177534119376,126.913137240393,10,39,4,2,135,8,3,2,7,0,62.19,66
119,119,영등포구,10200,영등포동1가,서울특별시 영등포구 영등포동1가 94-2,여의도더리브스타일,17,오피스텔,19.36,전세,19400,0,2020.0,2,37.5177534119376,126.913137240393,10,39,4,2,135,8,3,2,7,0,62.19,66
